Region	Enabled	DataFlag	Start	End	Step	Sweeps	Dwell	Mode	CAE/CRR	Mag	Divide by Ten	Notes	Function	Line-Style	Point-Style	Sweeps-Acquired
1	true	Original	1386.7	50.0	-0.5	1	0.200	CAE	50.00	High	false		7 Channel Acquisition			1
Layer	Enabled	DataFlag	Notes	Formula	Line-Style	Point-Style
1	True		Ch(1)+Ch(2)+Ch(3)+Ch(4)+Ch(5)+Ch(6)+Ch(7)		
Energy	Counts
403.2	260
402.7	300
402.2	298
401.7	263
401.2	286
400.7	274
400.2	279
399.7	278
399.2	291
398.7	287
398.2	286
397.7	284
397.2	273
396.7	279
396.2	289
395.7	306
395.2	277
394.7	278
394.2	301
393.7	301
393.2	275
392.7	293
392.2	268
391.7	280
391.2	299
390.7	287
390.2	290
389.7	295
389.2	291
388.7	297
388.2	294
387.7	282
387.2	305
386.7	312
386.2	311
385.7	288
385.2	269
384.7	265
384.2	292
383.7	286
383.2	275
382.7	284
382.2	301
381.7	293
381.2	303
380.7	295
380.2	282
379.7	300
379.2	285
378.7	278
378.2	312
377.7	301
377.2	308
376.7	302
376.2	313
375.7	318
375.2	278
374.7	295
374.2	295
373.7	300
373.2	284
372.7	297
372.2	304
371.7	322
371.2	321
370.7	312
370.2	271
369.7	291
369.2	286
368.7	298
368.2	286
367.7	303
367.2	328
366.7	296
366.2	317
365.7	313
365.2	284
364.7	288
364.2	308
363.7	311
363.2	288
362.7	281
362.2	294
361.7	298
361.2	304
360.7	293
360.2	330
359.7	317
359.2	308
358.7	341
358.2	328
357.7	336
357.2	328
356.7	275
356.2	272
355.7	286
355.2	290
354.7	285
354.2	286
353.7	294
353.2	258
352.7	286
352.2	273
351.7	266
351.2	282
350.7	286
350.2	267
349.7	274
349.2	288
348.7	298
348.2	319
347.7	333
347.2	370
346.7	385
346.2	424
345.7	494
345.2	491
344.7	515
344.2	496
343.7	411
343.2	385
342.7	326
342.2	309
341.7	304
341.2	283
340.7	248
340.2	264
339.7	243
339.2	246
338.7	237
338.2	247
337.7	234
337.2	214
336.7	235
336.2	228
335.7	252
335.2	244
334.7	286
334.2	299
333.7	384
333.2	431
332.7	506
332.2	540
331.7	631
331.2	626
330.7	560
330.2	512
329.7	438
329.2	335
328.7	289
328.2	263
327.7	225
327.2	211
326.7	200
326.2	191
325.7	182
325.2	210
324.7	206
324.2	199
323.7	176
323.2	173
322.7	199
322.2	207
321.7	193
321.2	206
320.7	177
320.2	183
319.7	185
319.2	179
318.7	193
318.2	191
317.7	173
317.2	189
316.7	187
316.2	181
315.7	193
315.2	185
314.7	178
314.2	182
313.7	173
313.2	177
312.7	192
312.2	201
311.7	204
311.2	194
310.7	182
310.2	177
309.7	178
309.2	178
308.7	198
308.2	208
307.7	214
307.2	183
306.7	189
306.2	178
305.7	161
305.2	194
304.7	177
304.2	178
303.7	201
303.2	178
302.7	145
302.2	171
301.7	153
301.2	174
300.7	171
300.2	174
299.7	184
299.2	196
298.7	170
298.2	164
297.7	180
297.2	178
296.7	174
296.2	170
295.7	167
295.2	170
294.7	181
294.2	160
293.7	157
293.2	169
292.7	136
292.2	143
291.7	163
291.2	160
290.7	155
290.2	158
289.7	185
289.2	168
288.7	153
288.2	183
287.7	199
287.2	228
286.7	250
286.2	295
285.7	359
285.2	398
284.7	375
284.2	364
283.7	360
283.2	305
282.7	290
282.2	248
281.7	190
281.2	168
280.7	158
280.2	161
279.7	165
279.2	153
278.7	164
278.2	159
277.7	151
277.2	124
276.7	146
276.2	139
275.7	158
275.2	157
274.7	141
274.2	156
273.7	151
273.2	144
272.7	144
272.2	167
271.7	148
271.2	165
270.7	142
270.2	169
269.7	151
269.2	145
268.7	144
268.2	147
267.7	164
267.2	148
266.7	151
266.2	154
265.7	172
265.2	158
264.7	167
264.2	175
263.7	153
263.2	151
262.7	151
262.2	160
261.7	157
261.2	160
260.7	153
260.2	146
259.7	164
259.2	153
258.7	160
258.2	159
257.7	153
257.2	150
256.7	162
256.2	162
255.7	161
255.2	140
254.7	175
254.2	189
253.7	174
253.2	159
252.7	145
252.2	153
251.7	158
251.2	157
250.7	177
250.2	162
249.7	148
249.2	168
248.7	167
248.2	148
247.7	154
247.2	150
246.7	157
246.2	173
245.7	157
245.2	144
244.7	155
244.2	160
243.7	189
243.2	165
242.7	168
242.2	138
241.7	150
241.2	176
240.7	173
240.2	179
239.7	176
239.2	157
238.7	182
238.2	180
237.7	164
237.2	159
236.7	167
236.2	150
235.7	144
235.2	144
234.7	158
234.2	167
233.7	161
233.2	168
232.7	163
232.2	165
231.7	157
231.2	166
230.7	145
230.2	159
229.7	152
229.2	164
228.7	177
228.2	158
227.7	178
227.2	167
226.7	172
226.2	171
225.7	166
225.2	169
224.7	170
224.2	167
223.7	166
223.2	174
222.7	195
222.2	143
221.7	176
221.2	170
220.7	175
220.2	182
219.7	171
219.2	172
218.7	172
218.2	174
217.7	160
217.2	158
216.7	165
216.2	161
215.7	164
215.2	140
214.7	158
214.2	151
213.7	165
213.2	173
212.7	138
212.2	157
211.7	176
211.2	169
210.7	152
210.2	155
209.7	173
209.2	193
208.7	156
208.2	165
207.7	161
207.2	171
206.7	182
206.2	169
205.7	173
205.2	150
204.7	164
204.2	174
203.7	157
203.2	168
202.7	152
202.2	164
201.7	165
201.2	150
200.7	147
200.2	148
199.7	147
199.2	163
198.7	168
198.2	158
197.7	179
197.2	177
196.7	217
196.2	204
195.7	187
195.2	191
194.7	197
194.2	203
193.7	181
193.2	179
192.7	142
192.2	154
191.7	165
191.2	129
190.7	130
190.2	143
189.7	109
189.2	111
188.7	88
188.2	88
187.7	87
187.2	81
186.7	79
186.2	76
185.7	86
185.2	120
184.7	198
184.2	325
183.7	454
183.2	560
182.7	628
182.2	623
181.7	613
181.2	725
180.7	743
180.2	611
179.7	474
179.2	265
178.7	135
178.2	83
177.7	52
177.2	40
176.7	33
176.2	34
175.7	36
175.2	41
174.7	34
174.2	32
173.7	32
173.2	43
172.7	42
172.2	43
171.7	46
171.2	39
170.7	49
170.2	35
169.7	33
169.2	35
168.7	40
168.2	41
167.7	40
167.2	35
166.7	27
166.2	38
165.7	33
165.2	32
164.7	42
164.2	33
163.7	29
163.2	37
162.7	38
162.2	43
161.7	38
161.2	40
160.7	39
160.2	38
159.7	41
159.2	38
158.7	35
158.2	31
157.7	28
157.2	39
156.7	35
156.2	33
155.7	37
155.2	31
154.7	37
154.2	40
153.7	38
153.2	38
152.7	42
152.2	30
151.7	45
151.2	38
150.7	42
150.2	38
149.7	35
149.2	30
148.7	49
148.2	37
147.7	37
147.2	40
146.7	38
146.2	38
145.7	41
145.2	43
144.7	33
144.2	38
143.7	36
143.2	32
142.7	34
142.2	39
141.7	38
141.2	39
140.7	35
140.2	42
139.7	45
139.2	49
138.7	46
138.2	40
137.7	38
137.2	32
136.7	41
136.2	41
135.7	46
135.2	47
134.7	32
134.2	43
133.7	40
133.2	39
132.7	35
132.2	34
131.7	50
131.2	38
130.7	37
130.2	51
129.7	50
129.2	35
128.7	35
128.2	45
127.7	46
127.2	36
126.7	33
126.2	31
125.7	43
125.2	47
124.7	40
124.2	31
123.7	27
123.2	40
122.7	32
122.2	41
121.7	52
121.2	48
120.7	34
120.2	46
119.7	41
119.2	40
118.7	49
118.2	44
117.7	37
117.2	51
116.7	38
116.2	38
115.7	34
115.2	37
114.7	39
114.2	37
113.7	33
113.2	49
112.7	43
112.2	39
111.7	41
111.2	45
110.7	43
110.2	49
109.7	46
109.2	43
108.7	50
108.2	41
107.7	29
107.2	37
106.7	46
106.2	41
105.7	40
105.2	46
104.7	47
104.2	49
103.7	38
103.2	39
102.7	43
102.2	41
101.7	32
101.2	37
100.7	41
100.2	47
99.7	29
99.2	39
98.7	36
98.2	36
97.7	34
97.2	40
96.7	38
96.2	40
95.7	41
95.2	40
94.7	46
94.2	40
93.7	43
93.2	45
92.7	45
92.2	43
91.7	39
91.2	35
90.7	47
90.2	47
89.7	45
89.2	36
88.7	42
88.2	45
87.7	45
87.2	42
86.7	52
86.2	44
85.7	48
85.2	46
84.7	45
84.2	44
83.7	37
83.2	43
82.7	32
82.2	38
81.7	41
81.2	49
80.7	54
80.2	40
79.7	42
79.2	40
78.7	43
78.2	37
77.7	39
77.2	37
76.7	31
76.2	43
75.7	50
75.2	40
74.7	40
74.2	42
73.7	55
73.2	49
72.7	47
72.2	44
71.7	57
71.2	47
70.7	52
70.2	48
69.7	36
69.2	42
68.7	45
68.2	41
67.7	47
67.2	46
66.7	42
66.2	42
65.7	46
65.2	40
64.7	46
64.2	38
63.7	33
63.2	33
62.7	40
62.2	43
61.7	33
61.2	39
60.7	42
60.2	43
59.7	40
59.2	33
58.7	39
58.2	31
57.7	28
57.2	28
56.7	38
56.2	41
55.7	39
55.2	32
54.7	47
54.2	44
53.7	43
53.2	54
52.7	54
52.2	61
51.7	75
51.2	66
50.7	64
50.2	49
Region	Enabled	DataFlag	Start	End	Step	Sweeps	Dwell	Mode	CAE/CRR	Mag	Divide by Ten	Notes	Function	Line-Style	Point-Style	Sweeps-Acquired
2	true	Original	520.000	545.000	0.100	20	0.200	CAE	20.00	High	false	O	7 Channel Acquisition			20
Layer	Enabled	DataFlag	Notes	Formula	Line-Style	Point-Style
1	True		Ch(1)+Ch(2)+Ch(3)+Ch(4)+Ch(5)+Ch(6)+Ch(7)		
Energy	Counts
520.000	1573
520.100	1557
520.200	1617
520.300	1596
520.400	1551
520.500	1592
520.600	1593
520.700	1624
520.800	1596
520.900	1622
521.000	1584
521.100	1559
521.200	1594
521.300	1579
521.400	1604
521.500	1665
521.600	1625
521.700	1585
521.800	1660
521.900	1579
522.000	1561
522.100	1581
522.200	1622
522.300	1590
522.400	1600
522.500	1613
522.600	1569
522.700	1610
522.800	1627
522.900	1558
523.000	1559
523.100	1599
523.200	1617
523.300	1610
523.400	1664
523.500	1587
523.600	1598
523.700	1662
523.800	1600
523.900	1558
524.000	1581
524.100	1592
524.200	1599
524.300	1561
524.400	1551
524.500	1586
524.600	1656
524.700	1595
524.800	1592
524.900	1603
525.000	1592
525.100	1616
525.200	1620
525.300	1601
525.400	1619
525.500	1643
525.600	1647
525.700	1642
525.800	1647
525.900	1654
526.000	1626
526.100	1654
526.200	1780
526.300	1748
526.400	1800
526.500	1876
526.600	1956
526.700	2055
526.800	2183
526.900	2251
527.000	2406
527.100	2607
527.200	2778
527.300	2992
527.400	3234
527.500	3646
527.600	3845
527.700	4090
527.800	4399
527.900	4862
528.000	5158
528.100	5639
528.200	5927
528.300	6150
528.400	6527
528.500	6627
528.600	6752
528.700	6829
528.800	6916
528.900	7228
529.000	7121
529.100	7194
529.200	7269
529.300	7360
529.400	7487
529.500	7394
529.600	7383
529.700	7476
529.800	7417
529.900	7417
530.000	7578
530.100	7544
530.200	7433
530.300	7448
530.400	7347
530.500	7464
530.600	7258
530.700	7161
530.800	7122
530.900	7236
531.000	7046
531.100	6895
531.200	6847
531.300	6814
531.400	6549
531.500	6312
531.600	6048
531.700	5714
531.800	5587
531.900	5472
532.000	5241
532.100	4895
532.200	4719
532.300	4445
532.400	4206
532.500	3999
532.600	3757
532.700	3457
532.800	3318
532.900	3028
533.000	2899
533.100	2841
533.200	2627
533.300	2561
533.400	2481
533.500	2477
533.600	2488
533.700	2441
533.800	2370
533.900	2333
534.000	2240
534.100	2234
534.200	2140
534.300	2107
534.400	2027
534.500	1982
534.600	1953
534.700	1860
534.800	1843
534.900	1817
535.000	1752
535.100	1738
535.200	1750
535.300	1709
535.400	1721
535.500	1688
535.600	1728
535.700	1765
535.800	1723
535.900	1680
536.000	1729
536.100	1821
536.200	1820
536.300	1757
536.400	1753
536.500	1786
536.600	1854
536.700	1773
536.800	1819
536.900	1768
537.000	1812
537.100	1867
537.200	1883
537.300	1794
537.400	1870
537.500	1905
537.600	1881
537.700	1890
537.800	1869
537.900	1882
538.000	1927
538.100	1882
538.200	1874
538.300	1925
538.400	1903
538.500	1963
538.600	2000
538.700	1965
538.800	1964
538.900	2013
539.000	1939
539.100	1990
539.200	2013
539.300	2027
539.400	2021
539.500	2027
539.600	2034
539.700	2023
539.800	2083
539.900	2075
540.000	2065
540.100	2068
540.200	2083
540.300	2111
540.400	2057
540.500	2145
540.600	2127
540.700	2199
540.800	2192
540.900	2146
541.000	2138
541.100	2161
541.200	2175
541.300	2257
541.400	2190
541.500	2157
541.600	2237
541.700	2239
541.800	2308
541.900	2278
542.000	2342
542.100	2294
542.200	2289
542.300	2247
542.400	2275
542.500	2374
542.600	2381
542.700	2331
542.800	2348
542.900	2317
543.000	2290
543.100	2315
543.200	2371
543.300	2365
543.400	2404
543.500	2367
543.600	2301
543.700	2429
543.800	2458
543.900	2417
544.000	2430
544.100	2401
544.200	2421
544.300	2466
544.400	2557
544.500	2418
544.600	2445
544.700	2481
544.800	2442
544.900	2439
545.000	2544
Region	Enabled	DataFlag	Start	End	Step	Sweeps	Dwell	Mode	CAE/CRR	Mag	Divide by Ten	Notes	Function	Line-Style	Point-Style	Sweeps-Acquired
3	true	Original	840.000	890.000	0.100	100	0.200	CAE	20.00	High	false	Ni	7 Channel Acquisition			100
Layer	Enabled	DataFlag	Notes	Formula	Line-Style	Point-Style
1	True		Ch(1)+Ch(2)+Ch(3)+Ch(4)+Ch(5)+Ch(6)+Ch(7)		
Energy	Counts
840.000	8637
840.100	8652
840.200	8628
840.300	8647
840.400	8808
840.500	8743
840.600	8646
840.700	8723
840.800	8697
840.900	8551
841.000	8662
841.100	8633
841.200	8783
841.300	8797
841.400	8644
841.500	8749
841.600	8682
841.700	8605
841.800	8678
841.900	8710
842.000	8737
842.100	8605
842.200	8690
842.300	8626
842.400	8527
842.500	8443
842.600	8671
842.700	8739
842.800	8572
842.900	8732
843.000	8623
843.100	8654
843.200	8669
843.300	8665
843.400	8627
843.500	8754
843.600	8672
843.700	8521
843.800	8478
843.900	8633
844.000	8626
844.100	8633
844.200	8629
844.300	8624
844.400	8698
844.500	8590
844.600	8508
844.700	8673
844.800	8571
844.900	8572
845.000	8728
845.100	8787
845.200	8533
845.300	8752
845.400	8639
845.500	8668
845.600	8609
845.700	8589
845.800	8480
845.900	8605
846.000	8617
846.100	8570
846.200	8621
846.300	8624
846.400	8688
846.500	8588
846.600	8534
846.700	8768
846.800	8654
846.900	8639
847.000	8753
847.100	8806
847.200	8674
847.300	8648
847.400	8741
847.500	8669
847.600	8692
847.700	8747
847.800	8623
847.900	8549
848.000	8656
848.100	8712
848.200	8626
848.300	8602
848.400	8704
848.500	8683
848.600	8601
848.700	8549
848.800	8570
848.900	8711
849.000	8801
849.100	8685
849.200	8646
849.300	8667
849.400	8645
849.500	8598
849.600	8502
849.700	8688
849.800	8682
849.900	8671
850.000	8537
850.100	8575
850.200	8640
850.300	8615
850.400	8632
850.500	8653
850.600	8607
850.700	8676
850.800	8613
850.900	8627
851.000	8567
851.100	8564
851.200	8613
851.300	8688
851.400	8684
851.500	8698
851.600	8807
851.700	8697
851.800	8737
851.900	8703
852.000	8728
852.100	8827
852.200	8889
852.300	8923
852.400	8888
852.500	8891
852.600	8946
852.700	8997
852.800	9129
852.900	9125
853.000	9408
853.100	9255
853.200	9546
853.300	9572
853.400	9603
853.500	9674
853.600	9769
853.700	9801
853.800	9910
853.900	9940
854.000	10013
854.100	10035
854.200	10156
854.300	10169
854.400	10287
854.500	10443
854.600	10357
854.700	10226
854.800	10081
854.900	10025
855.000	10205
855.100	10120
855.200	10065
855.300	9968
855.400	9893
855.500	9793
855.600	9674
855.700	9662
855.800	9618
855.900	9634
856.000	9595
856.100	9574
856.200	9589
856.300	9483
856.400	9369
856.500	9350
856.600	9308
856.700	9423
856.800	9331
856.900	9274
857.000	9197
857.100	9145
857.200	9298
857.300	9158
857.400	9381
857.500	9286
857.600	9158
857.700	9147
857.800	9283
857.900	9308
858.000	9325
858.100	9187
858.200	9261
858.300	9237
858.400	9238
858.500	9184
858.600	9326
858.700	9294
858.800	9364
858.900	9185
859.000	9348
859.100	9476
859.200	9541
859.300	9493
859.400	9395
859.500	9501
859.600	9477
859.700	9414
859.800	9360
859.900	9460
860.000	9580
860.100	9474
860.200	9333
860.300	9340
860.400	9439
860.500	9421
860.600	9474
860.700	9549
860.800	9435
860.900	9542
861.000	9434
861.100	9478
861.200	9381
861.300	9363
861.400	9363
861.500	9348
861.600	9313
861.700	9155
861.800	9376
861.900	9221
862.000	9387
862.100	9144
862.200	9423
862.300	9279
862.400	9303
862.500	9320
862.600	9225
862.700	9187
862.800	9194
862.900	9369
863.000	9218
863.100	9222
863.200	9096
863.300	9094
863.400	8981
863.500	9145
863.600	8995
863.700	8990
863.800	9093
863.900	9037
864.000	8971
864.100	8921
864.200	8917
864.300	8873
864.400	8999
864.500	9084
864.600	8938
864.700	9023
864.800	8984
864.900	8950
865.000	8941
865.100	8822
865.200	8781
865.300	8816
865.400	8869
865.500	8894
865.600	8812
865.700	8857
865.800	8954
865.900	8987
866.000	9051
866.100	8858
866.200	8897
866.300	8795
866.400	8814
866.500	8906
866.600	8788
866.700	8909
866.800	8843
866.900	8852
867.000	8836
867.100	8836
867.200	8762
867.300	8735
867.400	8765
867.500	8728
867.600	8826
867.700	8832
867.800	8847
867.900	8733
868.000	8739
868.100	8885
868.200	8727
868.300	8741
868.400	8691
868.500	8760
868.600	8856
868.700	8833
868.800	8888
868.900	8797
869.000	8615
869.100	8774
869.200	8799
869.300	8922
869.400	8948
869.500	8791
869.600	8860
869.700	8833
869.800	8882
869.900	8746
870.000	8738
870.100	8869
870.200	9091
870.300	9000
870.400	9035
870.500	9067
870.600	9112
870.700	9085
870.800	9231
870.900	9175
871.000	9243
871.100	9269
871.200	9254
871.300	9293
871.400	9266
871.500	9203
871.600	9491
871.700	9510
871.800	9433
871.900	9518
872.000	9444
872.100	9392
872.200	9463
872.300	9463
872.400	9599
872.500	9463
872.600	9504
872.700	9403
872.800	9177
872.900	9304
873.000	9335
873.100	9289
873.200	9481
873.300	9253
873.400	9179
873.500	9316
873.600	9242
873.700	9250
873.800	9183
873.900	9187
874.000	9236
874.100	9145
874.200	9218
874.300	9184
874.400	9102
874.500	9233
874.600	9304
874.700	9276
874.800	9221
874.900	9226
875.000	9314
875.100	9252
875.200	9246
875.300	9296
875.400	9208
875.500	9091
875.600	9133
875.700	9254
875.800	9062
875.900	9054
876.000	9237
876.100	9199
876.200	9087
876.300	9092
876.400	9196
876.500	9150
876.600	9283
876.700	9261
876.800	9119
876.900	9221
877.000	9145
877.100	9197
877.200	9165
877.300	9353
877.400	9136
877.500	9289
877.600	9175
877.700	9287
877.800	9163
877.900	9292
878.000	9266
878.100	9318
878.200	9220
878.300	9306
878.400	9394
878.500	9330
878.600	9247
878.700	9291
878.800	9295
878.900	9299
879.000	9338
879.100	9162
879.200	9195
879.300	9225
879.400	9422
879.500	9267
879.600	9278
879.700	9302
879.800	9300
879.900	9212
880.000	9075
880.100	9142
880.200	9078
880.300	9254
880.400	9223
880.500	9134
880.600	9250
880.700	9193
880.800	9261
880.900	9121
881.000	9240
881.100	9193
881.200	9116
881.300	9094
881.400	9044
881.500	9136
881.600	9067
881.700	9119
881.800	9137
881.900	9024
882.000	9074
882.100	9022
882.200	9149
882.300	9223
882.400	9057
882.500	9023
882.600	9026
882.700	8916
882.800	8911
882.900	8921
883.000	9065
883.100	9076
883.200	9080
883.300	9001
883.400	8976
883.500	8879
883.600	8920
883.700	9003
883.800	8955
883.900	8955
884.000	8965
884.100	8961
884.200	9010
884.300	8997
884.400	8930
884.500	8785
884.600	8807
884.700	8777
884.800	8782
884.900	8905
885.000	9045
885.100	8815
885.200	8906
885.300	8908
885.400	9060
885.500	9036
885.600	8902
885.700	8893
885.800	8917
885.900	8850
886.000	8783
886.100	8888
886.200	8790
886.300	8864
886.400	8849
886.500	8875
886.600	8923
886.700	9024
886.800	8973
886.900	8922
887.000	8956
887.100	8846
887.200	8749
887.300	8766
887.400	8836
887.500	8744
887.600	8852
887.700	9061
887.800	8832
887.900	8840
888.000	8755
888.100	8883
888.200	8996
888.300	8913
888.400	8825
888.500	8916
888.600	8822
888.700	8853
888.800	8887
888.900	8891
889.000	9010
889.100	8896
889.200	8760
889.300	8866
889.400	9033
889.500	8987
889.600	8827
889.700	8866
889.800	8795
889.900	8955
890.000	8972
Region	Enabled	DataFlag	Start	End	Step	Sweeps	Dwell	Mode	CAE/CRR	Mag	Divide by Ten	Notes	Function	Line-Style	Point-Style	Sweeps-Acquired
4	true	Original	170.000	190.000	0.100	20	0.200	CAE	20.00	High	false	Zr	7 Channel Acquisition			20
Layer	Enabled	DataFlag	Notes	Formula	Line-Style	Point-Style
1	True		Ch(1)+Ch(2)+Ch(3)+Ch(4)+Ch(5)+Ch(6)+Ch(7)		
Energy	Counts
170.000	266
170.100	270
170.200	254
170.300	244
170.400	259
170.500	271
170.600	243
170.700	238
170.800	284
170.900	299
171.000	266
171.100	250
171.200	249
171.300	233
171.400	260
171.500	255
171.600	239
171.700	257
171.800	270
171.900	251
172.000	246
172.100	247
172.200	231
172.300	226
172.400	264
172.500	281
172.600	253
172.700	256
172.800	280
172.900	254
173.000	261
173.100	250
173.200	242
173.300	259
173.400	265
173.500	256
173.600	264
173.700	241
173.800	237
173.900	257
174.000	260
174.100	269
174.200	268
174.300	258
174.400	262
174.500	253
174.600	253
174.700	248
174.800	261
174.900	289
175.000	233
175.100	238
175.200	263
175.300	244
175.400	243
175.500	261
175.600	258
175.700	245
175.800	260
175.900	258
176.000	269
176.100	268
176.200	258
176.300	245
176.400	269
176.500	269
176.600	278
176.700	246
176.800	250
176.900	277
177.000	289
177.100	258
177.200	265
177.300	253
177.400	248
177.500	284
177.600	288
177.700	245
177.800	264
177.900	262
178.000	253
178.100	270
178.200	279
178.300	327
178.400	360
178.500	389
178.600	410
178.700	470
178.800	540
178.900	626
179.000	741
179.100	864
179.200	982
179.300	1161
179.400	1392
179.500	1669
179.600	1976
179.700	2276
179.800	2630
179.900	2990
180.000	3368
180.100	3750
180.200	4100
180.300	4500
180.400	4740
180.500	5031
180.600	5313
180.700	5409
180.800	5449
180.900	5509
181.000	5311
181.100	5250
181.200	4883
181.300	4622
181.400	4370
181.500	4035
181.600	3802
181.700	3578
181.800	3406
181.900	3179
182.000	3124
182.100	3140
182.200	3155
182.300	3143
182.400	3352
182.500	3482
182.600	3572
182.700	3704
182.800	3730
182.900	3876
183.000	4056
183.100	4019
183.200	3990
183.300	3959
183.400	3814
183.500	3700
183.600	3505
183.700	3166
183.800	3008
183.900	2721
184.000	2412
184.100	2160
184.200	1920
184.300	1761
184.400	1571
184.500	1381
184.600	1244
184.700	1074
184.800	948
184.900	864
185.000	786
185.100	721
185.200	717
185.300	664
185.400	590
185.500	572
185.600	528
185.700	542
185.800	530
185.900	513
186.000	505
186.100	505
186.200	478
186.300	492
186.400	468
186.500	467
186.600	504
186.700	472
186.800	500
186.900	493
187.000	505
187.100	485
187.200	495
187.300	492
187.400	534
187.500	522
187.600	541
187.700	513
187.800	574
187.900	556
188.000	540
188.100	565
188.200	597
188.300	582
188.400	610
188.500	613
188.600	593
188.700	626
188.800	602
188.900	627
189.000	640
189.100	645
189.200	644
189.300	676
189.400	674
189.500	697
189.600	733
189.700	725
189.800	777
189.900	813
190.000	771
Layer	Enabled	DataFlag	Notes	Formula	Line-Style	Point-Style
2	False		0)		
Energy	Counts
170.000	0
170.100	0
170.200	0
170.300	0
170.400	0
170.500	0
170.600	0
170.700	0
170.800	0
170.900	0
171.000	0
171.100	0
171.200	0
171.300	0
171.400	0
171.500	0
171.600	0
171.700	0
171.800	0
171.900	0
172.000	0
172.100	0
172.200	0
172.300	0
172.400	0
172.500	0
172.600	0
172.700	0
172.800	0
172.900	0
173.000	0
173.100	0
173.200	0
173.300	0
173.400	0
173.500	0
173.600	0
173.700	0
173.800	0
173.900	0
174.000	0
174.100	0
174.200	0
174.300	0
174.400	0
174.500	0
174.600	0
174.700	0
174.800	0
174.900	0
175.000	0
175.100	0
175.200	0
175.300	0
175.400	0
175.500	0
175.600	0
175.700	0
175.800	0
175.900	0
176.000	0
176.100	0
176.200	0
176.300	0
176.400	0
176.500	0
176.600	0
176.700	0
176.800	0
176.900	0
177.000	0
177.100	0
177.200	0
177.300	0
177.400	0
177.500	0
177.600	0
177.700	0
177.800	0
177.900	0
178.000	0
178.100	0
178.200	0
178.300	0
178.400	0
178.500	0
178.600	0
178.700	0
178.800	0
178.900	0
179.000	0
179.100	0
179.200	0
179.300	0
179.400	0
179.500	0
179.600	0
179.700	0
179.800	0
179.900	0
180.000	0
180.100	0
180.200	0
180.300	0
180.400	0
180.500	0
180.600	0
180.700	0
180.800	0
180.900	0
181.000	0
181.100	0
181.200	0
181.300	0
181.400	0
181.500	0
181.600	0
181.700	0
181.800	0
181.900	0
182.000	0
182.100	0
182.200	0
182.300	0
182.400	0
182.500	0
182.600	0
182.700	0
182.800	0
182.900	0
183.000	0
183.100	0
183.200	0
183.300	0
183.400	0
183.500	0
183.600	0
183.700	0
183.800	0
183.900	0
184.000	0
184.100	0
184.200	0
184.300	0
184.400	0
184.500	0
184.600	0
184.700	0
184.800	0
184.900	0
185.000	0
185.100	0
185.200	0
185.300	0
185.400	0
185.500	0
185.600	0
185.700	0
185.800	0
185.900	0
186.000	0
186.100	0
186.200	0
186.300	0
186.400	0
186.500	0
186.600	0
186.700	0
186.800	0
186.900	0
187.000	0
187.100	0
187.200	0
187.300	0
187.400	0
187.500	0
187.600	0
187.700	0
187.800	0
187.900	0
188.000	0
188.100	0
188.200	0
188.300	0
188.400	0
188.500	0
188.600	0
188.700	0
188.800	0
188.900	0
189.000	0
189.100	0
189.200	0
189.300	0
189.400	0
189.500	0
189.600	0
189.700	0
189.800	0
189.900	0
190.000	0
Region	Enabled	DataFlag	Start	End	Step	Sweeps	Dwell	Mode	CAE/CRR	Mag	Divide by Ten	Notes	Function	Line-Style	Point-Style	Sweeps-Acquired
5	true	Original	520.000	545.000	0.100	1	0.200	CAE	20.00	High	false	O	7 Channel Acquisition			1
Layer	Enabled	DataFlag	Notes	Formula	Line-Style	Point-Style
1	True		Ch(1)+Ch(2)+Ch(3)+Ch(4)+Ch(5)+Ch(6)+Ch(7)		
Energy	Counts
520.000	96
520.100	80
520.200	77
520.300	84
520.400	77
520.500	79
520.600	78
520.700	79
520.800	76
520.900	77
521.000	83
521.100	92
521.200	69
521.300	73
521.400	75
521.500	88
521.600	83
521.700	76
521.800	79
521.900	83
522.000	84
522.100	80
522.200	64
522.300	60
522.400	69
522.500	76
522.600	72
522.700	96
522.800	83
522.900	79
523.000	72
523.100	80
523.200	70
523.300	75
523.400	74
523.500	74
523.600	83
523.700	72
523.800	78
523.900	65
524.000	82
524.100	73
524.200	74
524.300	75
524.400	77
524.500	80
524.600	83
524.700	95
524.800	84
524.900	67
525.000	66
525.100	71
525.200	75
525.300	66
525.400	63
525.500	78
525.600	79
525.700	74
525.800	70
525.900	87
526.000	84
526.100	91
526.200	92
526.300	86
526.400	95
526.500	103
526.600	99
526.700	97
526.800	106
526.900	131
527.000	129
527.100	124
527.200	132
527.300	157
527.400	162
527.500	168
527.600	195
527.700	194
527.800	216
527.900	226
528.000	232
528.100	264
528.200	274
528.300	294
528.400	292
528.500	342
528.600	321
528.700	363
528.800	327
528.900	353
529.000	343
529.100	351
529.200	371
529.300	352
529.400	356
529.500	391
529.600	353
529.700	362
529.800	370
529.900	335
530.000	348
530.100	379
530.200	371
530.300	367
530.400	368
530.500	382
530.600	342
530.700	357
530.800	340
530.900	341
531.000	342
531.100	335
531.200	335
531.300	322
531.400	304
531.500	309
531.600	303
531.700	303
531.800	267
531.900	256
532.000	247
532.100	227
532.200	223
532.300	226
532.400	202
532.500	190
532.600	177
532.700	175
532.800	189
532.900	170
533.000	177
533.100	150
