July 5, 2017   14:42:36
Cyclic Voltammetry
File: 1cv pt-0.1m h2so4 aq + 5mm hcooh.bin
Data Source:  Experiment
Instrument Model:  CHI1000C
Header: 
Note: 

Init E (V) = -0.1
High E (V) = 1
Low E (V) = -0.1
Init P/N = P
Scan Rate (V/s) = 0.05
Segment = 10
Sample Interval (V) = 0.002
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001

Segment 1:

Segment 2:

Segment 3:
Ep = 0.644V
ip = 1.262e-4A
Ah = 1.566e-4C

Segment 4:

Segment 5:
Ep = 0.648V
ip = 2.561e-4A
Ah = 3.448e-4C

Segment 6:

Segment 7:
Ep = 0.650V
ip = 3.276e-4A
Ah = 4.331e-4C

Segment 8:

Segment 9:
Ep = 0.652V
ip = 3.682e-4A
Ah = 4.776e-4C

Segment 10:

Potential/V, Current/A, Charge/C, Time/s

-0.098, -8.641e-6, -3.456e-7, 4.000e-2
-0.096, -7.643e-6, -6.514e-7, 8.000e-2
-0.094, -6.963e-6, -9.299e-7, 1.200e-1
-0.092, -6.421e-6, -1.187e-6, 1.600e-1
-0.090, -5.868e-6, -1.421e-6, 2.000e-1
-0.088, -5.336e-6, -1.635e-6, 2.400e-1
-0.086, -4.808e-6, -1.827e-6, 2.800e-1
-0.084, -4.281e-6, -1.998e-6, 3.200e-1
-0.082, -3.712e-6, -2.147e-6, 3.600e-1
-0.080, -3.215e-6, -2.276e-6, 4.000e-1
-0.078, -2.684e-6, -2.383e-6, 4.400e-1
-0.076, -2.158e-6, -2.469e-6, 4.800e-1
-0.074, -1.647e-6, -2.535e-6, 5.200e-1
-0.072, -1.101e-6, -2.579e-6, 5.600e-1
-0.070, -5.450e-7, -2.601e-6, 6.000e-1
-0.068, 5.734e-9, -2.601e-6, 6.400e-1
-0.066, 5.606e-7, -2.578e-6, 6.800e-1
-0.064, 1.109e-6, -2.534e-6, 7.200e-1
-0.062, 1.685e-6, -2.467e-6, 7.600e-1
-0.060, 2.249e-6, -2.377e-6, 8.000e-1
-0.058, 2.833e-6, -2.263e-6, 8.400e-1
-0.056, 3.471e-6, -2.124e-6, 8.800e-1
-0.054, 4.066e-6, -1.962e-6, 9.200e-1
-0.052, 4.700e-6, -1.774e-6, 9.600e-1
-0.050, 5.355e-6, -1.560e-6, 1.000e+0
-0.048, 5.986e-6, -1.320e-6, 1.040e+0
-0.046, 6.648e-6, -1.054e-6, 1.080e+0
-0.044, 7.343e-6, -7.605e-7, 1.120e+0
-0.042, 8.005e-6, -4.403e-7, 1.160e+0
-0.040, 8.715e-6, -9.172e-8, 1.200e+0
-0.038, 9.413e-6, 2.848e-7, 1.240e+0
-0.036, 1.014e-5, 6.903e-7, 1.280e+0
-0.034, 1.089e-5, 1.126e-6, 1.320e+0
-0.032, 1.163e-5, 1.591e-6, 1.360e+0
-0.030, 1.244e-5, 2.089e-6, 1.400e+0
-0.028, 1.322e-5, 2.618e-6, 1.440e+0
-0.026, 1.404e-5, 3.179e-6, 1.480e+0
-0.024, 1.486e-5, 3.773e-6, 1.520e+0
-0.022, 1.568e-5, 4.401e-6, 1.560e+0
-0.020, 1.653e-5, 5.062e-6, 1.600e+0
-0.018, 1.744e-5, 5.759e-6, 1.640e+0
-0.016, 1.832e-5, 6.492e-6, 1.680e+0
-0.014, 1.923e-5, 7.261e-6, 1.720e+0
-0.012, 2.017e-5, 8.068e-6, 1.760e+0
-0.010, 2.112e-5, 8.913e-6, 1.800e+0
-0.008, 2.207e-5, 9.796e-6, 1.840e+0
-0.006, 2.307e-5, 1.072e-5, 1.880e+0
-0.004, 2.409e-5, 1.168e-5, 1.920e+0
-0.002, 2.511e-5, 1.269e-5, 1.960e+0
-0.000, 2.615e-5, 1.373e-5, 2.000e+0
0.002, 2.724e-5, 1.482e-5, 2.040e+0
0.004, 2.830e-5, 1.595e-5, 2.080e+0
0.006, 2.942e-5, 1.713e-5, 2.120e+0
0.008, 3.055e-5, 1.835e-5, 2.160e+0
0.010, 3.158e-5, 1.962e-5, 2.200e+0
0.012, 3.272e-5, 2.092e-5, 2.240e+0
0.014, 3.389e-5, 2.228e-5, 2.280e+0
0.016, 3.511e-5, 2.368e-5, 2.320e+0
0.018, 3.634e-5, 2.514e-5, 2.360e+0
0.020, 3.761e-5, 2.664e-5, 2.400e+0
0.022, 3.890e-5, 2.820e-5, 2.440e+0
0.024, 4.022e-5, 2.981e-5, 2.480e+0
0.026, 4.155e-5, 3.147e-5, 2.520e+0
0.028, 4.290e-5, 3.319e-5, 2.560e+0
0.030, 4.429e-5, 3.496e-5, 2.600e+0
0.032, 4.571e-5, 3.679e-5, 2.640e+0
0.034, 4.718e-5, 3.867e-5, 2.680e+0
0.036, 4.863e-5, 4.062e-5, 2.720e+0
0.038, 5.012e-5, 4.262e-5, 2.760e+0
0.040, 5.161e-5, 4.469e-5, 2.800e+0
0.042, 5.316e-5, 4.681e-5, 2.840e+0
0.044, 5.476e-5, 4.900e-5, 2.880e+0
0.046, 5.641e-5, 5.126e-5, 2.920e+0
0.048, 5.806e-5, 5.358e-5, 2.960e+0
0.050, 5.974e-5, 5.597e-5, 3.000e+0
0.052, 6.149e-5, 5.843e-5, 3.040e+0
0.054, 6.323e-5, 6.096e-5, 3.080e+0
0.056, 6.505e-5, 6.356e-5, 3.120e+0
0.058, 6.687e-5, 6.624e-5, 3.160e+0
0.060, 6.875e-5, 6.899e-5, 3.200e+0
0.062, 7.074e-5, 7.182e-5, 3.240e+0
0.064, 7.271e-5, 7.473e-5, 3.280e+0
0.066, 7.470e-5, 7.771e-5, 3.320e+0
0.068, 7.671e-5, 8.078e-5, 3.360e+0
0.070, 7.878e-5, 8.393e-5, 3.400e+0
0.072, 8.094e-5, 8.717e-5, 3.440e+0
0.074, 8.309e-5, 9.049e-5, 3.480e+0
0.076, 8.527e-5, 9.391e-5, 3.520e+0
0.078, 8.750e-5, 9.741e-5, 3.560e+0
0.080, 8.977e-5, 1.010e-4, 3.600e+0
0.082, 9.210e-5, 1.047e-4, 3.640e+0
0.084, 9.450e-5, 1.085e-4, 3.680e+0
0.086, 9.696e-5, 1.123e-4, 3.720e+0
0.088, 9.942e-5, 1.163e-4, 3.760e+0
0.090, 1.019e-4, 1.204e-4, 3.800e+0
0.092, 1.045e-4, 1.246e-4, 3.840e+0
0.094, 1.072e-4, 1.289e-4, 3.880e+0
0.096, 1.099e-4, 1.333e-4, 3.920e+0
0.098, 1.127e-4, 1.378e-4, 3.960e+0
0.100, 1.154e-4, 1.424e-4, 4.000e+0
0.102, 1.183e-4, 1.471e-4, 4.040e+0
0.104, 1.212e-4, 1.520e-4, 4.080e+0
0.106, 1.242e-4, 1.569e-4, 4.120e+0
0.108, 1.272e-4, 1.620e-4, 4.160e+0
0.110, 1.303e-4, 1.672e-4, 4.200e+0
0.112, 1.334e-4, 1.726e-4, 4.240e+0
0.114, 1.367e-4, 1.780e-4, 4.280e+0
0.116, 1.399e-4, 1.836e-4, 4.320e+0
0.118, 1.432e-4, 1.894e-4, 4.360e+0
0.120, 1.466e-4, 1.952e-4, 4.400e+0
0.122, 1.501e-4, 2.012e-4, 4.440e+0
0.124, 1.537e-4, 2.074e-4, 4.480e+0
0.126, 1.573e-4, 2.137e-4, 4.520e+0
0.128, 1.610e-4, 2.201e-4, 4.560e+0
0.130, 1.647e-4, 2.267e-4, 4.600e+0
0.132, 1.684e-4, 2.334e-4, 4.640e+0
0.134, 1.723e-4, 2.403e-4, 4.680e+0
0.136, 1.762e-4, 2.474e-4, 4.720e+0
0.138, 1.801e-4, 2.546e-4, 4.760e+0
0.140, 1.842e-4, 2.619e-4, 4.800e+0
0.142, 1.883e-4, 2.695e-4, 4.840e+0
0.144, 1.924e-4, 2.772e-4, 4.880e+0
0.146, 1.964e-4, 2.850e-4, 4.920e+0
0.148, 2.007e-4, 2.931e-4, 4.960e+0
0.150, 2.051e-4, 3.013e-4, 5.000e+0
0.152, 2.095e-4, 3.096e-4, 5.040e+0
0.154, 2.140e-4, 3.182e-4, 5.080e+0
0.156, 2.185e-4, 3.269e-4, 5.120e+0
0.158, 2.231e-4, 3.359e-4, 5.160e+0
0.160, 2.278e-4, 3.450e-4, 5.200e+0
0.162, 2.326e-4, 3.543e-4, 5.240e+0
0.164, 2.375e-4, 3.638e-4, 5.280e+0
0.166, 2.423e-4, 3.735e-4, 5.320e+0
0.168, 2.472e-4, 3.834e-4, 5.360e+0
0.170, 2.522e-4, 3.935e-4, 5.400e+0
0.172, 2.572e-4, 4.037e-4, 5.440e+0
0.174, 2.623e-4, 4.142e-4, 5.480e+0
0.176, 2.675e-4, 4.249e-4, 5.520e+0
0.178, 2.726e-4, 4.358e-4, 5.560e+0
0.180, 2.779e-4, 4.470e-4, 5.600e+0
0.182, 2.832e-4, 4.583e-4, 5.640e+0
0.184, 2.885e-4, 4.698e-4, 5.680e+0
0.186, 2.939e-4, 4.816e-4, 5.720e+0
0.188, 2.994e-4, 4.936e-4, 5.760e+0
0.190, 3.049e-4, 5.057e-4, 5.800e+0
0.192, 3.104e-4, 5.182e-4, 5.840e+0
0.194, 3.160e-4, 5.308e-4, 5.880e+0
0.196, 3.217e-4, 5.437e-4, 5.920e+0
0.198, 3.274e-4, 5.568e-4, 5.960e+0
0.200, 3.331e-4, 5.701e-4, 6.000e+0
0.202, 3.388e-4, 5.836e-4, 6.040e+0
0.204, 3.446e-4, 5.974e-4, 6.080e+0
0.206, 3.504e-4, 6.114e-4, 6.120e+0
0.208, 3.561e-4, 6.257e-4, 6.160e+0
0.210, 3.619e-4, 6.402e-4, 6.200e+0
0.212, 3.678e-4, 6.549e-4, 6.240e+0
0.214, 3.737e-4, 6.698e-4, 6.280e+0
0.216, 3.796e-4, 6.850e-4, 6.320e+0
0.218, 3.855e-4, 7.004e-4, 6.360e+0
0.220, 3.915e-4, 7.161e-4, 6.400e+0
0.222, 3.975e-4, 7.320e-4, 6.440e+0
0.224, 4.035e-4, 7.481e-4, 6.480e+0
0.226, 4.096e-4, 7.645e-4, 6.520e+0
0.228, 4.156e-4, 7.811e-4, 6.560e+0
0.230, 4.215e-4, 7.980e-4, 6.600e+0
0.232, 4.275e-4, 8.151e-4, 6.640e+0
0.234, 4.334e-4, 8.324e-4, 6.680e+0
0.236, 4.394e-4, 8.500e-4, 6.720e+0
0.238, 4.454e-4, 8.678e-4, 6.760e+0
0.240, 4.514e-4, 8.859e-4, 6.800e+0
0.242, 4.573e-4, 9.042e-4, 6.840e+0
0.244, 4.632e-4, 9.227e-4, 6.880e+0
0.246, 4.691e-4, 9.415e-4, 6.920e+0
0.248, 4.750e-4, 9.605e-4, 6.960e+0
0.250, 4.809e-4, 9.797e-4, 7.000e+0
0.252, 4.869e-4, 9.992e-4, 7.040e+0
0.254, 4.926e-4, 1.019e-3, 7.080e+0
0.256, 4.984e-4, 1.039e-3, 7.120e+0
0.258, 5.041e-4, 1.059e-3, 7.160e+0
0.260, 5.098e-4, 1.079e-3, 7.200e+0
0.262, 5.154e-4, 1.100e-3, 7.240e+0
0.264, 5.210e-4, 1.121e-3, 7.280e+0
0.266, 5.264e-4, 1.142e-3, 7.320e+0
0.268, 5.318e-4, 1.163e-3, 7.360e+0
0.270, 5.372e-4, 1.185e-3, 7.400e+0
0.272, 5.425e-4, 1.206e-3, 7.440e+0
0.274, 5.478e-4, 1.228e-3, 7.480e+0
0.276, 5.531e-4, 1.250e-3, 7.520e+0
0.278, 5.583e-4, 1.273e-3, 7.560e+0
0.280, 5.635e-4, 1.295e-3, 7.600e+0
0.282, 5.685e-4, 1.318e-3, 7.640e+0
0.284, 5.735e-4, 1.341e-3, 7.680e+0
0.286, 5.783e-4, 1.364e-3, 7.720e+0
0.288, 5.831e-4, 1.387e-3, 7.760e+0
0.290, 5.879e-4, 1.411e-3, 7.800e+0
0.292, 5.925e-4, 1.435e-3, 7.840e+0
0.294, 5.970e-4, 1.458e-3, 7.880e+0
0.296, 6.015e-4, 1.483e-3, 7.920e+0
0.298, 6.059e-4, 1.507e-3, 7.960e+0
0.300, 6.101e-4, 1.531e-3, 8.000e+0
0.302, 6.144e-4, 1.556e-3, 8.040e+0
0.304, 6.185e-4, 1.581e-3, 8.080e+0
0.306, 6.224e-4, 1.605e-3, 8.120e+0
0.308, 6.263e-4, 1.630e-3, 8.160e+0
0.310, 6.301e-4, 1.656e-3, 8.200e+0
0.312, 6.338e-4, 1.681e-3, 8.240e+0
0.314, 6.374e-4, 1.707e-3, 8.280e+0
0.316, 6.409e-4, 1.732e-3, 8.320e+0
0.318, 6.444e-4, 1.758e-3, 8.360e+0
0.320, 6.477e-4, 1.784e-3, 8.400e+0
0.322, 6.509e-4, 1.810e-3, 8.440e+0
0.324, 6.539e-4, 1.836e-3, 8.480e+0
0.326, 6.569e-4, 1.862e-3, 8.520e+0
0.328, 6.598e-4, 1.889e-3, 8.560e+0
0.330, 6.625e-4, 1.915e-3, 8.600e+0
0.332, 6.651e-4, 1.942e-3, 8.640e+0
0.334, 6.676e-4, 1.968e-3, 8.680e+0
0.336, 6.700e-4, 1.995e-3, 8.720e+0
0.338, 6.723e-4, 2.022e-3, 8.760e+0
0.340, 6.745e-4, 2.049e-3, 8.800e+0
0.342, 6.767e-4, 2.076e-3, 8.840e+0
0.344, 6.786e-4, 2.103e-3, 8.880e+0
0.346, 6.805e-4, 2.131e-3, 8.920e+0
0.348, 6.822e-4, 2.158e-3, 8.960e+0
0.350, 6.838e-4, 2.185e-3, 9.000e+0
0.352, 6.853e-4, 2.213e-3, 9.040e+0
0.354, 6.868e-4, 2.240e-3, 9.080e+0
0.356, 6.881e-4, 2.268e-3, 9.120e+0
0.358, 6.892e-4, 2.295e-3, 9.160e+0
0.360, 6.904e-4, 2.323e-3, 9.200e+0
0.362, 6.914e-4, 2.350e-3, 9.240e+0
0.364, 6.923e-4, 2.378e-3, 9.280e+0
0.366, 6.931e-4, 2.406e-3, 9.320e+0
0.368, 6.938e-4, 2.434e-3, 9.360e+0
0.370, 6.944e-4, 2.461e-3, 9.400e+0
0.372, 6.949e-4, 2.489e-3, 9.440e+0
0.374, 6.953e-4, 2.517e-3, 9.480e+0
0.376, 6.955e-4, 2.545e-3, 9.520e+0
0.378, 6.957e-4, 2.573e-3, 9.560e+0
0.380, 6.959e-4, 2.601e-3, 9.600e+0
0.382, 6.959e-4, 2.628e-3, 9.640e+0
0.384, 6.958e-4, 2.656e-3, 9.680e+0
0.386, 6.956e-4, 2.684e-3, 9.720e+0
0.388, 6.953e-4, 2.712e-3, 9.760e+0
0.390, 6.949e-4, 2.740e-3, 9.800e+0
0.392, 6.945e-4, 2.767e-3, 9.840e+0
0.394, 6.939e-4, 2.795e-3, 9.880e+0
0.396, 6.933e-4, 2.823e-3, 9.920e+0
0.398, 6.926e-4, 2.851e-3, 9.960e+0
0.400, 6.918e-4, 2.878e-3, 1.000e+1
0.402, 6.909e-4, 2.906e-3, 1.004e+1
0.404, 6.900e-4, 2.934e-3, 1.008e+1
0.406, 6.890e-4, 2.961e-3, 1.012e+1
0.408, 6.879e-4, 2.989e-3, 1.016e+1
0.410, 6.867e-4, 3.016e-3, 1.020e+1
0.412, 6.855e-4, 3.043e-3, 1.024e+1
0.414, 6.842e-4, 3.071e-3, 1.028e+1
0.416, 6.828e-4, 3.098e-3, 1.032e+1
0.418, 6.814e-4, 3.125e-3, 1.036e+1
0.420, 6.799e-4, 3.153e-3, 1.040e+1
0.422, 6.783e-4, 3.180e-3, 1.044e+1
0.424, 6.767e-4, 3.207e-3, 1.048e+1
0.426, 6.750e-4, 3.234e-3, 1.052e+1
0.428, 6.732e-4, 3.261e-3, 1.056e+1
0.430, 6.714e-4, 3.288e-3, 1.060e+1
0.432, 6.696e-4, 3.314e-3, 1.064e+1
0.434, 6.677e-4, 3.341e-3, 1.068e+1
0.436, 6.657e-4, 3.368e-3, 1.072e+1
0.438, 6.637e-4, 3.394e-3, 1.076e+1
0.440, 6.617e-4, 3.421e-3, 1.080e+1
0.442, 6.596e-4, 3.447e-3, 1.084e+1
0.444, 6.575e-4, 3.473e-3, 1.088e+1
0.446, 6.553e-4, 3.500e-3, 1.092e+1
0.448, 6.531e-4, 3.526e-3, 1.096e+1
0.450, 6.509e-4, 3.552e-3, 1.100e+1
0.452, 6.486e-4, 3.578e-3, 1.104e+1
0.454, 6.463e-4, 3.604e-3, 1.108e+1
0.456, 6.440e-4, 3.629e-3, 1.112e+1
0.458, 6.416e-4, 3.655e-3, 1.116e+1
0.460, 6.393e-4, 3.681e-3, 1.120e+1
0.462, 6.369e-4, 3.706e-3, 1.124e+1
0.464, 6.345e-4, 3.731e-3, 1.128e+1
0.466, 6.321e-4, 3.757e-3, 1.132e+1
0.468, 6.297e-4, 3.782e-3, 1.136e+1
0.470, 6.273e-4, 3.807e-3, 1.140e+1
0.472, 6.249e-4, 3.832e-3, 1.144e+1
0.474, 6.225e-4, 3.857e-3, 1.148e+1
0.476, 6.200e-4, 3.882e-3, 1.152e+1
0.478, 6.176e-4, 3.906e-3, 1.156e+1
0.480, 6.151e-4, 3.931e-3, 1.160e+1
0.482, 6.127e-4, 3.956e-3, 1.164e+1
0.484, 6.103e-4, 3.980e-3, 1.168e+1
0.486, 6.078e-4, 4.004e-3, 1.172e+1
0.488, 6.054e-4, 4.028e-3, 1.176e+1
0.490, 6.030e-4, 4.053e-3, 1.180e+1
0.492, 6.006e-4, 4.077e-3, 1.184e+1
0.494, 5.982e-4, 4.101e-3, 1.188e+1
0.496, 5.958e-4, 4.124e-3, 1.192e+1
0.498, 5.935e-4, 4.148e-3, 1.196e+1
0.500, 5.911e-4, 4.172e-3, 1.200e+1
0.502, 5.888e-4, 4.195e-3, 1.204e+1
0.504, 5.865e-4, 4.219e-3, 1.208e+1
0.506, 5.842e-4, 4.242e-3, 1.212e+1
0.508, 5.820e-4, 4.265e-3, 1.216e+1
0.510, 5.797e-4, 4.289e-3, 1.220e+1
0.512, 5.775e-4, 4.312e-3, 1.224e+1
0.514, 5.753e-4, 4.335e-3, 1.228e+1
0.516, 5.732e-4, 4.358e-3, 1.232e+1
0.518, 5.710e-4, 4.380e-3, 1.236e+1
0.520, 5.689e-4, 4.403e-3, 1.240e+1
0.522, 5.669e-4, 4.426e-3, 1.244e+1
0.524, 5.648e-4, 4.449e-3, 1.248e+1
0.526, 5.628e-4, 4.471e-3, 1.252e+1
0.528, 5.607e-4, 4.493e-3, 1.256e+1
0.530, 5.587e-4, 4.516e-3, 1.260e+1
0.532, 5.569e-4, 4.538e-3, 1.264e+1
0.534, 5.550e-4, 4.560e-3, 1.268e+1
0.536, 5.531e-4, 4.582e-3, 1.272e+1
0.538, 5.514e-4, 4.604e-3, 1.276e+1
0.540, 5.496e-4, 4.626e-3, 1.280e+1
0.542, 5.479e-4, 4.648e-3, 1.284e+1
0.544, 5.462e-4, 4.670e-3, 1.288e+1
0.546, 5.445e-4, 4.692e-3, 1.292e+1
0.548, 5.429e-4, 4.714e-3, 1.296e+1
0.550, 5.414e-4, 4.735e-3, 1.300e+1
0.552, 5.399e-4, 4.757e-3, 1.304e+1
0.554, 5.384e-4, 4.778e-3, 1.308e+1
0.556, 5.370e-4, 4.800e-3, 1.312e+1
0.558, 5.356e-4, 4.821e-3, 1.316e+1
0.560, 5.342e-4, 4.843e-3, 1.320e+1
0.562, 5.329e-4, 4.864e-3, 1.324e+1
0.564, 5.316e-4, 4.885e-3, 1.328e+1
0.566, 5.303e-4, 4.907e-3, 1.332e+1
0.568, 5.291e-4, 4.928e-3, 1.336e+1
0.570, 5.280e-4, 4.949e-3, 1.340e+1
0.572, 5.268e-4, 4.970e-3, 1.344e+1
0.574, 5.257e-4, 4.991e-3, 1.348e+1
0.576, 5.247e-4, 5.012e-3, 1.352e+1
0.578, 5.236e-4, 5.033e-3, 1.356e+1
0.580, 5.227e-4, 5.054e-3, 1.360e+1
0.582, 5.219e-4, 5.075e-3, 1.364e+1
0.584, 5.209e-4, 5.095e-3, 1.368e+1
0.586, 5.200e-4, 5.116e-3, 1.372e+1
0.588, 5.190e-4, 5.137e-3, 1.376e+1
0.590, 5.182e-4, 5.158e-3, 1.380e+1
0.592, 5.173e-4, 5.178e-3, 1.384e+1
0.594, 5.165e-4, 5.199e-3, 1.388e+1
0.596, 5.156e-4, 5.220e-3, 1.392e+1
0.598, 5.148e-4, 5.240e-3, 1.396e+1
0.600, 5.139e-4, 5.261e-3, 1.400e+1
0.602, 5.131e-4, 5.281e-3, 1.404e+1
0.604, 5.123e-4, 5.302e-3, 1.408e+1
0.606, 5.115e-4, 5.322e-3, 1.412e+1
0.608, 5.106e-4, 5.343e-3, 1.416e+1
0.610, 5.097e-4, 5.363e-3, 1.420e+1
0.612, 5.089e-4, 5.384e-3, 1.424e+1
0.614, 5.080e-4, 5.404e-3, 1.428e+1
0.616, 5.071e-4, 5.424e-3, 1.432e+1
0.618, 5.061e-4, 5.444e-3, 1.436e+1
0.620, 5.051e-4, 5.465e-3, 1.440e+1
0.622, 5.041e-4, 5.485e-3, 1.444e+1
0.624, 5.029e-4, 5.505e-3, 1.448e+1
0.626, 5.018e-4, 5.525e-3, 1.452e+1
0.628, 5.006e-4, 5.545e-3, 1.456e+1
0.630, 4.994e-4, 5.565e-3, 1.460e+1
0.632, 4.980e-4, 5.585e-3, 1.464e+1
0.634, 4.966e-4, 5.605e-3, 1.468e+1
0.636, 4.951e-4, 5.625e-3, 1.472e+1
0.638, 4.935e-4, 5.644e-3, 1.476e+1
0.640, 4.918e-4, 5.664e-3, 1.480e+1
0.642, 4.900e-4, 5.684e-3, 1.484e+1
0.644, 4.881e-4, 5.703e-3, 1.488e+1
0.646, 4.862e-4, 5.723e-3, 1.492e+1
0.648, 4.841e-4, 5.742e-3, 1.496e+1
0.650, 4.818e-4, 5.761e-3, 1.500e+1
0.652, 4.794e-4, 5.780e-3, 1.504e+1
0.654, 4.770e-4, 5.799e-3, 1.508e+1
0.656, 4.744e-4, 5.818e-3, 1.512e+1
0.658, 4.717e-4, 5.837e-3, 1.516e+1
0.660, 4.689e-4, 5.856e-3, 1.520e+1
0.662, 4.659e-4, 5.875e-3, 1.524e+1
0.664, 4.629e-4, 5.893e-3, 1.528e+1
0.666, 4.597e-4, 5.912e-3, 1.532e+1
0.668, 4.564e-4, 5.930e-3, 1.536e+1
0.670, 4.529e-4, 5.948e-3, 1.540e+1
0.672, 4.493e-4, 5.966e-3, 1.544e+1
0.674, 4.456e-4, 5.984e-3, 1.548e+1
0.676, 4.418e-4, 6.001e-3, 1.552e+1
0.678, 4.378e-4, 6.019e-3, 1.556e+1
0.680, 4.337e-4, 6.036e-3, 1.560e+1
0.682, 4.295e-4, 6.053e-3, 1.564e+1
0.684, 4.252e-4, 6.070e-3, 1.568e+1
0.686, 4.208e-4, 6.087e-3, 1.572e+1
0.688, 4.162e-4, 6.104e-3, 1.576e+1
0.690, 4.116e-4, 6.120e-3, 1.580e+1
0.692, 4.068e-4, 6.137e-3, 1.584e+1
0.694, 4.020e-4, 6.153e-3, 1.588e+1
0.696, 3.970e-4, 6.169e-3, 1.592e+1
0.698, 3.919e-4, 6.184e-3, 1.596e+1
0.700, 3.868e-4, 6.200e-3, 1.600e+1
0.702, 3.816e-4, 6.215e-3, 1.604e+1
0.704, 3.764e-4, 6.230e-3, 1.608e+1
0.706, 3.710e-4, 6.245e-3, 1.612e+1
0.708, 3.657e-4, 6.260e-3, 1.616e+1
0.710, 3.602e-4, 6.274e-3, 1.620e+1
0.712, 3.549e-4, 6.288e-3, 1.624e+1
0.714, 3.494e-4, 6.302e-3, 1.628e+1
0.716, 3.438e-4, 6.316e-3, 1.632e+1
0.718, 3.382e-4, 6.329e-3, 1.636e+1
0.720, 3.327e-4, 6.343e-3, 1.640e+1
0.722, 3.271e-4, 6.356e-3, 1.644e+1
0.724, 3.214e-4, 6.369e-3, 1.648e+1
0.726, 3.157e-4, 6.381e-3, 1.652e+1
0.728, 3.100e-4, 6.394e-3, 1.656e+1
0.730, 3.044e-4, 6.406e-3, 1.660e+1
0.732, 2.988e-4, 6.418e-3, 1.664e+1
0.734, 2.933e-4, 6.430e-3, 1.668e+1
0.736, 2.878e-4, 6.441e-3, 1.672e+1
0.738, 2.822e-4, 6.452e-3, 1.676e+1
0.740, 2.767e-4, 6.463e-3, 1.680e+1
0.742, 2.713e-4, 6.474e-3, 1.684e+1
0.744, 2.659e-4, 6.485e-3, 1.688e+1
0.746, 2.606e-4, 6.495e-3, 1.692e+1
0.748, 2.553e-4, 6.506e-3, 1.696e+1
0.750, 2.501e-4, 6.516e-3, 1.700e+1
0.752, 2.450e-4, 6.525e-3, 1.704e+1
0.754, 2.399e-4, 6.535e-3, 1.708e+1
0.756, 2.348e-4, 6.544e-3, 1.712e+1
0.758, 2.298e-4, 6.554e-3, 1.716e+1
0.760, 2.249e-4, 6.563e-3, 1.720e+1
0.762, 2.201e-4, 6.571e-3, 1.724e+1
0.764, 2.154e-4, 6.580e-3, 1.728e+1
0.766, 2.108e-4, 6.588e-3, 1.732e+1
0.768, 2.062e-4, 6.597e-3, 1.736e+1
0.770, 2.018e-4, 6.605e-3, 1.740e+1
0.772, 1.974e-4, 6.613e-3, 1.744e+1
0.774, 1.932e-4, 6.620e-3, 1.748e+1
0.776, 1.891e-4, 6.628e-3, 1.752e+1
0.778, 1.850e-4, 6.635e-3, 1.756e+1
0.780, 1.810e-4, 6.643e-3, 1.760e+1
0.782, 1.771e-4, 6.650e-3, 1.764e+1
0.784, 1.732e-4, 6.657e-3, 1.768e+1
0.786, 1.695e-4, 6.663e-3, 1.772e+1
0.788, 1.659e-4, 6.670e-3, 1.776e+1
0.790, 1.624e-4, 6.676e-3, 1.780e+1
0.792, 1.589e-4, 6.683e-3, 1.784e+1
0.794, 1.555e-4, 6.689e-3, 1.788e+1
0.796, 1.522e-4, 6.695e-3, 1.792e+1
0.798, 1.490e-4, 6.701e-3, 1.796e+1
0.800, 1.459e-4, 6.707e-3, 1.800e+1
0.802, 1.430e-4, 6.713e-3, 1.804e+1
0.804, 1.400e-4, 6.718e-3, 1.808e+1
0.806, 1.373e-4, 6.724e-3, 1.812e+1
0.808, 1.345e-4, 6.729e-3, 1.816e+1
0.810, 1.319e-4, 6.734e-3, 1.820e+1
0.812, 1.294e-4, 6.740e-3, 1.824e+1
0.814, 1.270e-4, 6.745e-3, 1.828e+1
0.816, 1.246e-4, 6.750e-3, 1.832e+1
0.818, 1.223e-4, 6.755e-3, 1.836e+1
0.820, 1.201e-4, 6.759e-3, 1.840e+1
0.822, 1.180e-4, 6.764e-3, 1.844e+1
0.824, 1.160e-4, 6.769e-3, 1.848e+1
0.826, 1.140e-4, 6.773e-3, 1.852e+1
0.828, 1.122e-4, 6.778e-3, 1.856e+1
0.830, 1.104e-4, 6.782e-3, 1.860e+1
0.832, 1.086e-4, 6.786e-3, 1.864e+1
0.834, 1.070e-4, 6.791e-3, 1.868e+1
0.836, 1.054e-4, 6.795e-3, 1.872e+1
0.838, 1.038e-4, 6.799e-3, 1.876e+1
0.840, 1.024e-4, 6.803e-3, 1.880e+1
0.842, 1.010e-4, 6.807e-3, 1.884e+1
0.844, 9.965e-5, 6.811e-3, 1.888e+1
0.846, 9.839e-5, 6.815e-3, 1.892e+1
0.848, 9.719e-5, 6.819e-3, 1.896e+1
0.850, 9.606e-5, 6.823e-3, 1.900e+1
0.852, 9.496e-5, 6.827e-3, 1.904e+1
0.854, 9.390e-5, 6.830e-3, 1.908e+1
0.856, 9.292e-5, 6.834e-3, 1.912e+1
0.858, 9.200e-5, 6.838e-3, 1.916e+1
0.860, 9.114e-5, 6.842e-3, 1.920e+1
0.862, 9.032e-5, 6.845e-3, 1.924e+1
0.864, 8.951e-5, 6.849e-3, 1.928e+1
