July 5, 2017   14:42:36
Cyclic Voltammetry
File: 1cv pt-0.1m h2so4 aq + 5mm hcooh.bin
Data Source:  Experiment
Instrument Model:  CHI1000C
Header: 
Note: 

Init E (V) = -0.1
High E (V) = 1
Low E (V) = -0.1
Init P/N = P
Scan Rate (V/s) = 0.05
Segment = 10
Sample Interval (V) = 0.002
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001

Segment 1:

Segment 2:

Segment 3:
Ep = 0.644V
ip = 1.262e-4A
Ah = 1.566e-4C

Segment 4:

Segment 5:
Ep = 0.648V
ip = 2.561e-4A
Ah = 3.448e-4C

Segment 6:

Segment 7:
Ep = 0.650V
ip = 3.276e-4A
Ah = 4.331e-4C

Segment 8:

Segment 9:
Ep = 0.652V
ip = 3.682e-4A
Ah = 4.776e-4C

Segment 10:

Potential/V, Current/A, Charge/C, Time/s
0.422, 1.335e-3, 5.178e-2, 1.656e+2
0.420, 1.333e-3, 5.183e-2, 1.656e+2
0.418, 1.330e-3, 5.189e-2, 1.656e+2
0.416, 1.328e-3, 5.194e-2, 1.657e+2
0.414, 1.326e-3, 5.199e-2, 1.657e+2
0.412, 1.323e-3, 5.204e-2, 1.658e+2
0.410, 1.321e-3, 5.210e-2, 1.658e+2
0.408, 1.318e-3, 5.215e-2, 1.658e+2
0.406, 1.316e-3, 5.220e-2, 1.659e+2
0.404, 1.313e-3, 5.226e-2, 1.659e+2
0.402, 1.310e-3, 5.231e-2, 1.660e+2
0.400, 1.308e-3, 5.236e-2, 1.660e+2
0.398, 1.305e-3, 5.241e-2, 1.660e+2
0.396, 1.302e-3, 5.246e-2, 1.661e+2
0.394, 1.299e-3, 5.252e-2, 1.661e+2
0.392, 1.296e-3, 5.257e-2, 1.662e+2
0.390, 1.293e-3, 5.262e-2, 1.662e+2
0.388, 1.290e-3, 5.267e-2, 1.662e+2
0.386, 1.287e-3, 5.272e-2, 1.663e+2
0.384, 1.284e-3, 5.277e-2, 1.663e+2
0.382, 1.281e-3, 5.283e-2, 1.664e+2
0.380, 1.278e-3, 5.288e-2, 1.664e+2
0.378, 1.275e-3, 5.293e-2, 1.664e+2
0.376, 1.272e-3, 5.298e-2, 1.665e+2
0.374, 1.269e-3, 5.303e-2, 1.665e+2
0.372, 1.266e-3, 5.308e-2, 1.666e+2
0.370, 1.263e-3, 5.313e-2, 1.666e+2
0.368, 1.260e-3, 5.318e-2, 1.666e+2
0.366, 1.256e-3, 5.323e-2, 1.667e+2
0.364, 1.253e-3, 5.328e-2, 1.667e+2
0.362, 1.250e-3, 5.333e-2, 1.668e+2
0.360, 1.246e-3, 5.338e-2, 1.668e+2
0.358, 1.243e-3, 5.343e-2, 1.668e+2
0.356, 1.239e-3, 5.348e-2, 1.669e+2
0.354, 1.236e-3, 5.353e-2, 1.669e+2
0.352, 1.232e-3, 5.358e-2, 1.670e+2
0.350, 1.229e-3, 5.363e-2, 1.670e+2
0.348, 1.225e-3, 5.368e-2, 1.670e+2
0.346, 1.221e-3, 5.373e-2, 1.671e+2
0.344, 1.217e-3, 5.378e-2, 1.671e+2
0.342, 1.213e-3, 5.382e-2, 1.672e+2
0.340, 1.210e-3, 5.387e-2, 1.672e+2
0.338, 1.206e-3, 5.392e-2, 1.672e+2
0.336, 1.202e-3, 5.397e-2, 1.673e+2
0.334, 1.197e-3, 5.402e-2, 1.673e+2
0.332, 1.193e-3, 5.406e-2, 1.674e+2
0.330, 1.189e-3, 5.411e-2, 1.674e+2
0.328, 1.185e-3, 5.416e-2, 1.674e+2
0.326, 1.180e-3, 5.421e-2, 1.675e+2
0.324, 1.176e-3, 5.425e-2, 1.675e+2
0.322, 1.172e-3, 5.430e-2, 1.676e+2
0.320, 1.167e-3, 5.435e-2, 1.676e+2
0.318, 1.162e-3, 5.439e-2, 1.676e+2
0.316, 1.158e-3, 5.444e-2, 1.677e+2
0.314, 1.153e-3, 5.449e-2, 1.677e+2
0.312, 1.148e-3, 5.453e-2, 1.678e+2
0.310, 1.143e-3, 5.458e-2, 1.678e+2
0.308, 1.138e-3, 5.462e-2, 1.678e+2
0.306, 1.133e-3, 5.467e-2, 1.679e+2
0.304, 1.128e-3, 5.471e-2, 1.679e+2
0.302, 1.122e-3, 5.476e-2, 1.680e+2
0.300, 1.117e-3, 5.480e-2, 1.680e+2
0.298, 1.112e-3, 5.485e-2, 1.680e+2
0.296, 1.106e-3, 5.489e-2, 1.681e+2
0.294, 1.101e-3, 5.494e-2, 1.681e+2
0.292, 1.095e-3, 5.498e-2, 1.682e+2
0.290, 1.089e-3, 5.502e-2, 1.682e+2
0.288, 1.083e-3, 5.507e-2, 1.682e+2
0.286, 1.077e-3, 5.511e-2, 1.683e+2
0.284, 1.071e-3, 5.515e-2, 1.683e+2
0.282, 1.065e-3, 5.519e-2, 1.684e+2
0.280, 1.059e-3, 5.524e-2, 1.684e+2
0.278, 1.053e-3, 5.528e-2, 1.684e+2
0.276, 1.046e-3, 5.532e-2, 1.685e+2
0.274, 1.040e-3, 5.536e-2, 1.685e+2
0.272, 1.033e-3, 5.540e-2, 1.686e+2
0.270, 1.027e-3, 5.545e-2, 1.686e+2
0.268, 1.020e-3, 5.549e-2, 1.686e+2
0.266, 1.013e-3, 5.553e-2, 1.687e+2
0.264, 1.007e-3, 5.557e-2, 1.687e+2
0.262, 9.996e-4, 5.561e-2, 1.688e+2
0.260, 9.926e-4, 5.565e-2, 1.688e+2
0.258, 9.855e-4, 5.569e-2, 1.688e+2
0.256, 9.782e-4, 5.573e-2, 1.689e+2
0.254, 9.707e-4, 5.576e-2, 1.689e+2
0.252, 9.633e-4, 5.580e-2, 1.690e+2
0.250, 9.558e-4, 5.584e-2, 1.690e+2
0.248, 9.481e-4, 5.588e-2, 1.690e+2
0.246, 9.405e-4, 5.592e-2, 1.691e+2
0.244, 9.327e-4, 5.595e-2, 1.691e+2
0.242, 9.248e-4, 5.599e-2, 1.692e+2
0.240, 9.168e-4, 5.603e-2, 1.692e+2
0.238, 9.087e-4, 5.606e-2, 1.692e+2
0.236, 9.004e-4, 5.610e-2, 1.693e+2
0.234, 8.920e-4, 5.614e-2, 1.693e+2
0.232, 8.835e-4, 5.617e-2, 1.694e+2
0.230, 8.750e-4, 5.621e-2, 1.694e+2
0.228, 8.664e-4, 5.624e-2, 1.694e+2
0.226, 8.577e-4, 5.627e-2, 1.695e+2
0.224, 8.490e-4, 5.631e-2, 1.695e+2
0.222, 8.400e-4, 5.634e-2, 1.696e+2
0.220, 8.310e-4, 5.638e-2, 1.696e+2
0.218, 8.219e-4, 5.641e-2, 1.696e+2
0.216, 8.126e-4, 5.644e-2, 1.697e+2
0.214, 8.032e-4, 5.647e-2, 1.697e+2
0.212, 7.937e-4, 5.650e-2, 1.698e+2
0.210, 7.841e-4, 5.654e-2, 1.698e+2
0.208, 7.744e-4, 5.657e-2, 1.698e+2
0.206, 7.646e-4, 5.660e-2, 1.699e+2
0.204, 7.548e-4, 5.663e-2, 1.699e+2
0.202, 7.448e-4, 5.666e-2, 1.700e+2
0.200, 7.348e-4, 5.669e-2, 1.700e+2
0.198, 7.245e-4, 5.672e-2, 1.700e+2
0.196, 7.142e-4, 5.674e-2, 1.701e+2
0.194, 7.039e-4, 5.677e-2, 1.701e+2
0.192, 6.935e-4, 5.680e-2, 1.702e+2
0.190, 6.831e-4, 5.683e-2, 1.702e+2
0.188, 6.726e-4, 5.685e-2, 1.702e+2
0.186, 6.620e-4, 5.688e-2, 1.703e+2
0.184, 6.513e-4, 5.691e-2, 1.703e+2
0.182, 6.404e-4, 5.693e-2, 1.704e+2
0.180, 6.296e-4, 5.696e-2, 1.704e+2
0.178, 6.189e-4, 5.698e-2, 1.704e+2
0.176, 6.080e-4, 5.701e-2, 1.705e+2
0.174, 5.972e-4, 5.703e-2, 1.705e+2
0.172, 5.863e-4, 5.705e-2, 1.706e+2
0.170, 5.754e-4, 5.708e-2, 1.706e+2
0.168, 5.645e-4, 5.710e-2, 1.706e+2
0.166, 5.536e-4, 5.712e-2, 1.707e+2
0.164, 5.427e-4, 5.714e-2, 1.707e+2
0.162, 5.319e-4, 5.716e-2, 1.708e+2
0.160, 5.213e-4, 5.719e-2, 1.708e+2
0.158, 5.106e-4, 5.721e-2, 1.708e+2
0.156, 5.000e-4, 5.723e-2, 1.709e+2
0.154, 4.894e-4, 5.725e-2, 1.709e+2
0.152, 4.787e-4, 5.726e-2, 1.710e+2
0.150, 4.683e-4, 5.728e-2, 1.710e+2
0.148, 4.580e-4, 5.730e-2, 1.710e+2
0.146, 4.477e-4, 5.732e-2, 1.711e+2
0.144, 4.376e-4, 5.734e-2, 1.711e+2
0.142, 4.275e-4, 5.735e-2, 1.712e+2
0.140, 4.177e-4, 5.737e-2, 1.712e+2
0.138, 4.079e-4, 5.739e-2, 1.712e+2
0.136, 3.982e-4, 5.740e-2, 1.713e+2
0.134, 3.886e-4, 5.742e-2, 1.713e+2
0.132, 3.792e-4, 5.743e-2, 1.714e+2
0.130, 3.700e-4, 5.745e-2, 1.714e+2
0.128, 3.609e-4, 5.746e-2, 1.714e+2
0.126, 3.521e-4, 5.748e-2, 1.715e+2
0.124, 3.433e-4, 5.749e-2, 1.715e+2
0.122, 3.347e-4, 5.750e-2, 1.716e+2
0.120, 3.261e-4, 5.752e-2, 1.716e+2
0.118, 3.177e-4, 5.753e-2, 1.716e+2
0.116, 3.093e-4, 5.754e-2, 1.717e+2
0.114, 3.013e-4, 5.755e-2, 1.717e+2
0.112, 2.934e-4, 5.757e-2, 1.718e+2
0.110, 2.855e-4, 5.758e-2, 1.718e+2
0.108, 2.778e-4, 5.759e-2, 1.718e+2
0.106, 2.703e-4, 5.760e-2, 1.719e+2
0.104, 2.629e-4, 5.761e-2, 1.719e+2
0.102, 2.556e-4, 5.762e-2, 1.720e+2
0.100, 2.485e-4, 5.763e-2, 1.720e+2
0.098, 2.415e-4, 5.764e-2, 1.720e+2
0.096, 2.346e-4, 5.765e-2, 1.721e+2
0.094, 2.277e-4, 5.766e-2, 1.721e+2
0.092, 2.211e-4, 5.767e-2, 1.722e+2
0.090, 2.146e-4, 5.768e-2, 1.722e+2
0.088, 2.082e-4, 5.768e-2, 1.722e+2
0.086, 2.019e-4, 5.769e-2, 1.723e+2
0.084, 1.958e-4, 5.770e-2, 1.723e+2
0.082, 1.899e-4, 5.771e-2, 1.724e+2
0.080, 1.840e-4, 5.772e-2, 1.724e+2
0.078, 1.782e-4, 5.772e-2, 1.724e+2
0.076, 1.726e-4, 5.773e-2, 1.725e+2
0.074, 1.670e-4, 5.774e-2, 1.725e+2
0.072, 1.616e-4, 5.774e-2, 1.726e+2
0.070, 1.562e-4, 5.775e-2, 1.726e+2
0.068, 1.508e-4, 5.775e-2, 1.726e+2
0.066, 1.457e-4, 5.776e-2, 1.727e+2
0.064, 1.407e-4, 5.777e-2, 1.727e+2
0.062, 1.358e-4, 5.777e-2, 1.728e+2
0.060, 1.310e-4, 5.778e-2, 1.728e+2
0.058, 1.264e-4, 5.778e-2, 1.728e+2
0.056, 1.217e-4, 5.779e-2, 1.729e+2
0.054, 1.173e-4, 5.779e-2, 1.729e+2
0.052, 1.129e-4, 5.780e-2, 1.730e+2
0.050, 1.086e-4, 5.780e-2, 1.730e+2
0.048, 1.044e-4, 5.780e-2, 1.730e+2
0.046, 1.003e-4, 5.781e-2, 1.731e+2
0.044, 9.632e-5, 5.781e-2, 1.731e+2
0.042, 9.242e-5, 5.782e-2, 1.732e+2
0.040, 8.863e-5, 5.782e-2, 1.732e+2
0.038, 8.494e-5, 5.782e-2, 1.732e+2
0.036, 8.134e-5, 5.783e-2, 1.733e+2
0.034, 7.780e-5, 5.783e-2, 1.733e+2
0.032, 7.437e-5, 5.783e-2, 1.734e+2
0.030, 7.094e-5, 5.784e-2, 1.734e+2
0.028, 6.763e-5, 5.784e-2, 1.734e+2
0.026, 6.447e-5, 5.784e-2, 1.735e+2
0.024, 6.139e-5, 5.784e-2, 1.735e+2
0.022, 5.838e-5, 5.785e-2, 1.736e+2
0.020, 5.548e-5, 5.785e-2, 1.736e+2
0.018, 5.260e-5, 5.785e-2, 1.736e+2
0.016, 4.992e-5, 5.785e-2, 1.737e+2
0.014, 4.727e-5, 5.785e-2, 1.737e+2
0.012, 4.470e-5, 5.786e-2, 1.738e+2
0.010, 4.221e-5, 5.786e-2, 1.738e+2
0.008, 3.977e-5, 5.786e-2, 1.738e+2
0.006, 3.740e-5, 5.786e-2, 1.739e+2
0.004, 3.514e-5, 5.786e-2, 1.739e+2
0.002, 3.298e-5, 5.786e-2, 1.740e+2
0.000, 3.095e-5, 5.786e-2, 1.740e+2
-0.002, 2.892e-5, 5.787e-2, 1.740e+2
-0.004, 2.696e-5, 5.787e-2, 1.741e+2
-0.006, 2.506e-5, 5.787e-2, 1.741e+2
-0.008, 2.317e-5, 5.787e-2, 1.742e+2
-0.010, 2.141e-5, 5.787e-2, 1.742e+2
-0.012, 1.972e-5, 5.787e-2, 1.742e+2
-0.014, 1.805e-5, 5.787e-2, 1.743e+2
-0.016, 1.645e-5, 5.787e-2, 1.743e+2
-0.018, 1.493e-5, 5.787e-2, 1.744e+2
-0.020, 1.341e-5, 5.787e-2, 1.744e+2
-0.022, 1.201e-5, 5.787e-2, 1.744e+2
-0.024, 1.064e-5, 5.787e-2, 1.745e+2
-0.026, 9.333e-6, 5.787e-2, 1.745e+2
-0.028, 8.079e-6, 5.787e-2, 1.746e+2
-0.030, 6.854e-6, 5.787e-2, 1.746e+2
-0.032, 5.699e-6, 5.787e-2, 1.746e+2
-0.034, 4.512e-6, 5.787e-2, 1.747e+2
-0.036, 3.460e-6, 5.787e-2, 1.747e+2
-0.038, 2.419e-6, 5.787e-2, 1.748e+2
-0.040, 1.431e-6, 5.788e-2, 1.748e+2
-0.042, 4.623e-7, 5.788e-2, 1.748e+2
-0.044, -4.518e-7, 5.788e-2, 1.749e+2
-0.046, -1.396e-6, 5.787e-2, 1.749e+2
-0.048, -2.216e-6, 5.787e-2, 1.750e+2
-0.050, -3.044e-6, 5.787e-2, 1.750e+2
-0.052, -3.858e-6, 5.787e-2, 1.750e+2
-0.054, -4.570e-6, 5.787e-2, 1.751e+2
-0.056, -5.299e-6, 5.787e-2, 1.751e+2
-0.058, -6.022e-6, 5.787e-2, 1.752e+2
-0.060, -6.649e-6, 5.787e-2, 1.752e+2
-0.062, -7.285e-6, 5.787e-2, 1.752e+2
-0.064, -7.879e-6, 5.787e-2, 1.753e+2
-0.066, -8.466e-6, 5.787e-2, 1.753e+2
-0.068, -9.033e-6, 5.787e-2, 1.754e+2
-0.070, -9.557e-6, 5.787e-2, 1.754e+2
-0.072, -1.016e-5, 5.787e-2, 1.754e+2
-0.074, -1.060e-5, 5.787e-2, 1.755e+2
-0.076, -1.107e-5, 5.787e-2, 1.755e+2
-0.078, -1.152e-5, 5.787e-2, 1.756e+2
-0.080, -1.196e-5, 5.787e-2, 1.756e+2
-0.082, -1.238e-5, 5.787e-2, 1.756e+2
-0.084, -1.283e-5, 5.787e-2, 1.757e+2
-0.086, -1.316e-5, 5.787e-2, 1.757e+2
-0.088, -1.353e-5, 5.787e-2, 1.758e+2
-0.090, -1.386e-5, 5.787e-2, 1.758e+2
-0.092, -1.417e-5, 5.787e-2, 1.758e+2
-0.094, -1.449e-5, 5.787e-2, 1.759e+2
-0.096, -1.477e-5, 5.787e-2, 1.759e+2
-0.098, -1.513e-5, 5.786e-2, 1.760e+2
-0.100, -1.534e-5, 5.786e-2, 1.760e+2
-0.098, -7.432e-6, 5.786e-2, 1.760e+2
-0.096, -5.521e-6, 5.786e-2, 1.761e+2
-0.094, -4.760e-6, 5.786e-2, 1.761e+2
-0.092, -4.284e-6, 5.786e-2, 1.762e+2
-0.090, -3.878e-6, 5.786e-2, 1.762e+2
-0.088, -3.501e-6, 5.786e-2, 1.762e+2
-0.086, -3.198e-6, 5.786e-2, 1.763e+2
-0.084, -2.914e-6, 5.786e-2, 1.763e+2
-0.082, -2.613e-6, 5.786e-2, 1.764e+2
-0.080, -2.421e-6, 5.786e-2, 1.764e+2
-0.078, -2.214e-6, 5.786e-2, 1.764e+2
-0.076, -2.016e-6, 5.786e-2, 1.765e+2
-0.074, -1.823e-6, 5.786e-2, 1.765e+2
-0.072, -1.629e-6, 5.786e-2, 1.766e+2
-0.070, -1.427e-6, 5.786e-2, 1.766e+2
-0.068, -1.270e-6, 5.786e-2, 1.766e+2
-0.066, -1.108e-6, 5.786e-2, 1.767e+2
-0.064, -9.422e-7, 5.786e-2, 1.767e+2
-0.062, -7.764e-7, 5.786e-2, 1.768e+2
-0.060, -6.146e-7, 5.786e-2, 1.768e+2
-0.058, -4.549e-7, 5.786e-2, 1.768e+2
-0.056, -2.430e-7, 5.786e-2, 1.769e+2
-0.054, -1.171e-7, 5.786e-2, 1.769e+2
-0.052, 3.849e-8, 5.786e-2, 1.770e+2
-0.050, 2.483e-7, 5.786e-2, 1.770e+2
-0.048, 3.804e-7, 5.786e-2, 1.770e+2
-0.046, 5.360e-7, 5.786e-2, 1.771e+2
-0.044, 7.418e-7, 5.786e-2, 1.771e+2
-0.042, 8.922e-7, 5.786e-2, 1.772e+2
-0.040, 1.064e-6, 5.786e-2, 1.772e+2
-0.038, 1.230e-6, 5.786e-2, 1.772e+2
-0.036, 1.406e-6, 5.786e-2, 1.773e+2
-0.034, 1.590e-6, 5.786e-2, 1.773e+2
-0.032, 1.766e-6, 5.786e-2, 1.774e+2
-0.030, 1.990e-6, 5.786e-2, 1.774e+2
-0.028, 2.166e-6, 5.786e-2, 1.774e+2
-0.026, 2.352e-6, 5.786e-2, 1.775e+2
-0.024, 2.551e-6, 5.786e-2, 1.775e+2
-0.022, 2.755e-6, 5.786e-2, 1.776e+2
-0.020, 2.967e-6, 5.786e-2, 1.776e+2
-0.018, 3.206e-6, 5.786e-2, 1.776e+2
-0.016, 3.404e-6, 5.786e-2, 1.777e+2
-0.014, 3.625e-6, 5.786e-2, 1.777e+2
-0.012, 3.873e-6, 5.786e-2, 1.778e+2
-0.010, 4.100e-6, 5.786e-2, 1.778e+2
-0.008, 4.358e-6, 5.786e-2, 1.778e+2
-0.006, 4.629e-6, 5.786e-2, 1.779e+2
-0.004, 4.867e-6, 5.786e-2, 1.779e+2
-0.002, 5.132e-6, 5.786e-2, 1.780e+2
-0.000, 5.394e-6, 5.786e-2, 1.780e+2
0.002, 5.695e-6, 5.786e-2, 1.780e+2
0.004, 5.978e-6, 5.787e-2, 1.781e+2
0.006, 6.267e-6, 5.787e-2, 1.781e+2
0.008, 6.596e-6, 5.787e-2, 1.782e+2
0.010, 6.891e-6, 5.787e-2, 1.782e+2
0.012, 7.212e-6, 5.787e-2, 1.782e+2
0.014, 7.538e-6, 5.787e-2, 1.783e+2
0.016, 7.866e-6, 5.787e-2, 1.783e+2
0.018, 8.220e-6, 5.787e-2, 1.784e+2
0.020, 8.594e-6, 5.787e-2, 1.784e+2
0.022, 8.965e-6, 5.787e-2, 1.784e+2
0.024, 9.342e-6, 5.787e-2, 1.785e+2
0.026, 9.712e-6, 5.787e-2, 1.785e+2
0.028, 1.012e-5, 5.787e-2, 1.786e+2
0.030, 1.053e-5, 5.787e-2, 1.786e+2
0.032, 1.096e-5, 5.787e-2, 1.786e+2
0.034, 1.142e-5, 5.787e-2, 1.787e+2
0.036, 1.188e-5, 5.787e-2, 1.787e+2
0.038, 1.235e-5, 5.787e-2, 1.788e+2
0.040, 1.284e-5, 5.787e-2, 1.788e+2
0.042, 1.335e-5, 5.787e-2, 1.788e+2
0.044, 1.387e-5, 5.787e-2, 1.789e+2
0.046, 1.442e-5, 5.787e-2, 1.789e+2
0.048, 1.496e-5, 5.787e-2, 1.790e+2
0.050, 1.552e-5, 5.787e-2, 1.790e+2
0.052, 1.610e-5, 5.788e-2, 1.790e+2
0.054, 1.670e-5, 5.788e-2, 1.791e+2
0.056, 1.733e-5, 5.788e-2, 1.791e+2
0.058, 1.798e-5, 5.788e-2, 1.792e+2
0.060, 1.865e-5, 5.788e-2, 1.792e+2
0.062, 1.933e-5, 5.788e-2, 1.792e+2
0.064, 2.003e-5, 5.788e-2, 1.793e+2
0.066, 2.075e-5, 5.788e-2, 1.793e+2
0.068, 2.149e-5, 5.788e-2, 1.794e+2
0.070, 2.224e-5, 5.788e-2, 1.794e+2
0.072, 2.305e-5, 5.788e-2, 1.794e+2
0.074, 2.387e-5, 5.788e-2, 1.795e+2
0.076, 2.470e-5, 5.789e-2, 1.795e+2
0.078, 2.555e-5, 5.789e-2, 1.796e+2
0.080, 2.644e-5, 5.789e-2, 1.796e+2
0.082, 2.734e-5, 5.789e-2, 1.796e+2
0.084, 2.827e-5, 5.789e-2, 1.797e+2
0.086, 2.924e-5, 5.789e-2, 1.797e+2
0.088, 3.024e-5, 5.789e-2, 1.798e+2
0.090, 3.116e-5, 5.789e-2, 1.798e+2
0.092, 3.215e-5, 5.789e-2, 1.798e+2
0.094, 3.321e-5, 5.790e-2, 1.799e+2
0.096, 3.429e-5, 5.790e-2, 1.799e+2
0.098, 3.545e-5, 5.790e-2, 1.800e+2
0.100, 3.660e-5, 5.790e-2, 1.800e+2
0.102, 3.779e-5, 5.790e-2, 1.800e+2
0.104, 3.903e-5, 5.790e-2, 1.801e+2
0.106, 4.030e-5, 5.790e-2, 1.801e+2
0.108, 4.159e-5, 5.791e-2, 1.802e+2
0.110, 4.292e-5, 5.791e-2, 1.802e+2
0.112, 4.428e-5, 5.791e-2, 1.802e+2
0.114, 4.568e-5, 5.791e-2, 1.803e+2
0.116, 4.709e-5, 5.791e-2, 1.803e+2
0.118, 4.854e-5, 5.792e-2, 1.804e+2
0.120, 5.004e-5, 5.792e-2, 1.804e+2
0.122, 5.155e-5, 5.792e-2, 1.804e+2
0.124, 5.313e-5, 5.792e-2, 1.805e+2
0.126, 5.474e-5, 5.792e-2, 1.805e+2
0.128, 5.639e-5, 5.793e-2, 1.806e+2
0.130, 5.805e-5, 5.793e-2, 1.806e+2
0.132, 5.977e-5, 5.793e-2, 1.806e+2
0.134, 6.153e-5, 5.793e-2, 1.807e+2
0.136, 6.334e-5, 5.794e-2, 1.807e+2
0.138, 6.518e-5, 5.794e-2, 1.808e+2
0.140, 6.705e-5, 5.794e-2, 1.808e+2
0.142, 6.895e-5, 5.794e-2, 1.808e+2
0.144, 7.100e-5, 5.795e-2, 1.809e+2
0.146, 7.301e-5, 5.795e-2, 1.809e+2
0.148, 7.506e-5, 5.795e-2, 1.810e+2
0.150, 7.714e-5, 5.796e-2, 1.810e+2
0.152, 7.924e-5, 5.796e-2, 1.810e+2
0.154, 8.140e-5, 5.796e-2, 1.811e+2
0.156, 8.360e-5, 5.797e-2, 1.811e+2
0.158, 8.581e-5, 5.797e-2, 1.812e+2
0.160, 8.806e-5, 5.797e-2, 1.812e+2
0.162, 9.041e-5, 5.798e-2, 1.812e+2
0.164, 9.270e-5, 5.798e-2, 1.813e+2
0.166, 9.509e-5, 5.798e-2, 1.813e+2
0.168, 9.749e-5, 5.799e-2, 1.814e+2
0.170, 9.991e-5, 5.799e-2, 1.814e+2
0.172, 1.024e-4, 5.800e-2, 1.814e+2
0.174, 1.050e-4, 5.800e-2, 1.815e+2
0.176, 1.075e-4, 5.800e-2, 1.815e+2
0.178, 1.101e-4, 5.801e-2, 1.816e+2
0.180, 1.127e-4, 5.801e-2, 1.816e+2
0.182, 1.154e-4, 5.802e-2, 1.816e+2
0.184, 1.181e-4, 5.802e-2, 1.817e+2
0.186, 1.208e-4, 5.803e-2, 1.817e+2
0.188, 1.236e-4, 5.803e-2, 1.818e+2
0.190, 1.264e-4, 5.804e-2, 1.818e+2
0.192, 1.291e-4, 5.804e-2, 1.818e+2
0.194, 1.320e-4, 5.805e-2, 1.819e+2
0.196, 1.348e-4, 5.805e-2, 1.819e+2
0.198, 1.377e-4, 5.806e-2, 1.820e+2
0.200, 1.406e-4, 5.806e-2, 1.820e+2
0.202, 1.436e-4, 5.807e-2, 1.820e+2
0.204, 1.465e-4, 5.808e-2, 1.821e+2
0.206, 1.495e-4, 5.808e-2, 1.821e+2
0.208, 1.525e-4, 5.809e-2, 1.822e+2
0.210, 1.555e-4, 5.809e-2, 1.822e+2
0.212, 1.586e-4, 5.810e-2, 1.822e+2
0.214, 1.616e-4, 5.811e-2, 1.823e+2
0.216, 1.646e-4, 5.811e-2, 1.823e+2
0.218, 1.677e-4, 5.812e-2, 1.824e+2
0.220, 1.707e-4, 5.813e-2, 1.824e+2
0.222, 1.737e-4, 5.813e-2, 1.824e+2
0.224, 1.767e-4, 5.814e-2, 1.825e+2
0.226, 1.798e-4, 5.815e-2, 1.825e+2
0.228, 1.828e-4, 5.816e-2, 1.826e+2
0.230, 1.858e-4, 5.816e-2, 1.826e+2
0.232, 1.889e-4, 5.817e-2, 1.826e+2
0.234, 1.918e-4, 5.818e-2, 1.827e+2
0.236, 1.947e-4, 5.819e-2, 1.827e+2
0.238, 1.976e-4, 5.819e-2, 1.828e+2
0.240, 2.006e-4, 5.820e-2, 1.828e+2
0.242, 2.036e-4, 5.821e-2, 1.828e+2
0.244, 2.065e-4, 5.822e-2, 1.829e+2
0.246, 2.094e-4, 5.823e-2, 1.829e+2
0.248, 2.122e-4, 5.824e-2, 1.830e+2
0.250, 2.150e-4, 5.824e-2, 1.830e+2
0.252, 2.179e-4, 5.825e-2, 1.830e+2
0.254, 2.206e-4, 5.826e-2, 1.831e+2
0.256, 2.234e-4, 5.827e-2, 1.831e+2
0.258, 2.261e-4, 5.828e-2, 1.832e+2
0.260, 2.288e-4, 5.829e-2, 1.832e+2
0.262, 2.314e-4, 5.830e-2, 1.832e+2
0.264, 2.341e-4, 5.831e-2, 1.833e+2
0.266, 2.367e-4, 5.832e-2, 1.833e+2
0.268, 2.392e-4, 5.833e-2, 1.834e+2
0.270, 2.416e-4, 5.834e-2, 1.834e+2
0.272, 2.440e-4, 5.835e-2, 1.834e+2
0.274, 2.464e-4, 5.836e-2, 1.835e+2
0.276, 2.487e-4, 5.837e-2, 1.835e+2
0.278, 2.510e-4, 5.838e-2, 1.836e+2
0.280, 2.532e-4, 5.839e-2, 1.836e+2
0.282, 2.553e-4, 5.840e-2, 1.836e+2
0.284, 2.574e-4, 5.841e-2, 1.837e+2
0.286, 2.594e-4, 5.842e-2, 1.837e+2
0.288, 2.614e-4, 5.843e-2, 1.838e+2
0.290, 2.633e-4, 5.844e-2, 1.838e+2
0.292, 2.652e-4, 5.845e-2, 1.838e+2
0.294, 2.670e-4, 5.846e-2, 1.839e+2
0.296, 2.687e-4, 5.847e-2, 1.839e+2
0.298, 2.704e-4, 5.848e-2, 1.840e+2
0.300, 2.720e-4, 5.849e-2, 1.840e+2
0.302, 2.736e-4, 5.850e-2, 1.840e+2
0.304, 2.751e-4, 5.851e-2, 1.841e+2
0.306, 2.766e-4, 5.852e-2, 1.841e+2
0.308, 2.779e-4, 5.854e-2, 1.842e+2
0.310, 2.793e-4, 5.855e-2, 1.842e+2
0.312, 2.805e-4, 5.856e-2, 1.842e+2
0.314, 2.817e-4, 5.857e-2, 1.843e+2
0.316, 2.829e-4, 5.858e-2, 1.843e+2
0.318, 2.840e-4, 5.859e-2, 1.844e+2
0.320, 2.850e-4, 5.860e-2, 1.844e+2
0.322, 2.860e-4, 5.861e-2, 1.844e+2
0.324, 2.869e-4, 5.863e-2, 1.845e+2
0.326, 2.877e-4, 5.864e-2, 1.845e+2
0.328, 2.886e-4, 5.865e-2, 1.846e+2
0.330, 2.893e-4, 5.866e-2, 1.846e+2
0.332, 2.900e-4, 5.867e-2, 1.846e+2
0.334, 2.906e-4, 5.868e-2, 1.847e+2
0.336, 2.912e-4, 5.870e-2, 1.847e+2
