Hf-2(PCN-223)-O2 MAP 2.5 2.5

Labels	Ex1 360.00nm	Ex1 370.00nm	Ex1 380.00nm	Ex1 390.00nm	Ex1 400.00nm	Ex1 410.00nm	Ex1 420.00nm	Ex1 430.00nm	Ex1 440.00nm	Ex1 450.00nm	Ex1 460.00nm	Ex1 470.00nm	Ex1 480.00nm	Ex1 490.00nm	Ex1 500.00nm	Ex1 510.00nm	Ex1 520.00nm	Ex1 530.00nm	Ex1 540.00nm	Ex1 550.00nm	Ex1 560.00nm	Ex1 570.00nm	
726.00	2.63420000E+4	2.78640000E+4	3.30550000E+4	3.10540000E+4	3.33480000E+4	3.14660000E+4	2.94300000E+4	2.72210000E+4	2.93990000E+4	3.98620000E+4	4.26560000E+4	4.71680000E+4	4.27620000E+4	3.71010000E+4	3.56810000E+4	3.44120000E+4	3.07870000E+4	2.74400000E+4	2.06080000E+4	2.02460000E+4	1.65460000E+4	1.45620000E+4	
727.00	2.58880000E+4	2.70110000E+4	3.25460000E+4	3.03530000E+4	3.27990000E+4	3.08950000E+4	2.93040000E+4	2.67960000E+4	2.89140000E+4	3.85800000E+4	4.17280000E+4	4.59010000E+4	4.18000000E+4	3.58640000E+4	3.54370000E+4	3.34690000E+4	2.99710000E+4	2.65540000E+4	2.03460000E+4	2.00220000E+4	1.65720000E+4	1.42050000E+4	
728.00	2.55560000E+4	2.65320000E+4	3.15310000E+4	3.00890000E+4	3.23900000E+4	3.04230000E+4	2.82690000E+4	2.62360000E+4	2.82000000E+4	3.77390000E+4	4.09690000E+4	4.49130000E+4	4.06870000E+4	3.50700000E+4	3.46630000E+4	3.29930000E+4	2.94180000E+4	2.56800000E+4	2.02180000E+4	1.97390000E+4	1.65330000E+4	1.35880000E+4	
729.00	2.46660000E+4	2.56980000E+4	3.07930000E+4	2.91310000E+4	3.19540000E+4	2.95640000E+4	2.76270000E+4	2.56640000E+4	2.75640000E+4	3.70750000E+4	4.03580000E+4	4.44130000E+4	3.96790000E+4	3.47330000E+4	3.40150000E+4	3.24040000E+4	2.86990000E+4	2.49560000E+4	1.96980000E+4	1.93650000E+4	1.59910000E+4	1.33950000E+4	
730.00	2.44240000E+4	2.51090000E+4	3.05530000E+4	2.87480000E+4	3.13170000E+4	2.92280000E+4	2.70490000E+4	2.51010000E+4	2.75880000E+4	3.65600000E+4	3.96870000E+4	4.29420000E+4	3.93520000E+4	3.33840000E+4	3.30880000E+4	3.18590000E+4	2.80570000E+4	2.47360000E+4	1.99400000E+4	1.89290000E+4	1.61300000E+4	1.31350000E+4	
731.00	2.41240000E+4	2.49660000E+4	2.98330000E+4	2.85010000E+4	3.03880000E+4	2.79110000E+4	2.68490000E+4	2.47740000E+4	2.72270000E+4	3.58760000E+4	3.87980000E+4	4.25320000E+4	3.85800000E+4	3.30370000E+4	3.24360000E+4	3.15580000E+4	2.78200000E+4	2.41230000E+4	1.94300000E+4	1.88870000E+4	1.56950000E+4	1.29650000E+4	
732.00	2.33850000E+4	2.45720000E+4	2.90420000E+4	2.74110000E+4	2.89820000E+4	2.74240000E+4	2.63190000E+4	2.40750000E+4	2.61730000E+4	3.50360000E+4	3.82010000E+4	4.05440000E+4	3.78570000E+4	3.23640000E+4	3.21310000E+4	3.09220000E+4	2.69960000E+4	2.35660000E+4	1.92520000E+4	1.86710000E+4	1.60050000E+4	1.24110000E+4	
733.00	2.19560000E+4	2.42440000E+4	2.90180000E+4	2.73540000E+4	2.83890000E+4	2.73610000E+4	2.55370000E+4	2.38330000E+4	2.58110000E+4	3.44290000E+4	3.72200000E+4	3.96690000E+4	3.70670000E+4	3.19220000E+4	3.14180000E+4	3.02240000E+4	2.65950000E+4	2.30230000E+4	1.88710000E+4	1.84220000E+4	1.58670000E+4	1.23470000E+4	
734.00	2.03000000E+4	2.43070000E+4	2.81360000E+4	2.70670000E+4	2.77650000E+4	2.67800000E+4	2.50640000E+4	2.35900000E+4	2.57980000E+4	3.43430000E+4	3.62770000E+4	3.88200000E+4	3.66610000E+4	3.16030000E+4	3.04100000E+4	2.94040000E+4	2.63620000E+4	2.26790000E+4	1.86820000E+4	1.82560000E+4	1.55750000E+4	1.19570000E+4	
735.00	2.02950000E+4	2.36150000E+4	2.77190000E+4	2.65080000E+4	2.78970000E+4	2.61900000E+4	2.47930000E+4	2.30600000E+4	2.53340000E+4	3.33500000E+4	3.62330000E+4	3.87670000E+4	3.59710000E+4	3.05290000E+4	2.94910000E+4	2.88390000E+4	2.53260000E+4	2.22870000E+4	1.82670000E+4	1.79620000E+4	1.54670000E+4	1.19180000E+4	
736.00	2.02700000E+4	2.35050000E+4	2.70320000E+4	2.63150000E+4	2.73770000E+4	2.57330000E+4	2.47930000E+4	2.25090000E+4	2.48810000E+4	3.31050000E+4	3.58220000E+4	3.79010000E+4	3.53080000E+4	2.98830000E+4	2.95900000E+4	2.83620000E+4	2.51280000E+4	2.19580000E+4	1.80650000E+4	1.77540000E+4	1.52650000E+4	1.17130000E+4	
737.00	1.96150000E+4	2.28600000E+4	2.66530000E+4	2.55470000E+4	2.63360000E+4	2.55630000E+4	2.40500000E+4	2.26940000E+4	2.45190000E+4	3.19570000E+4	3.63960000E+4	3.75600000E+4	3.43690000E+4	2.91170000E+4	2.88660000E+4	2.77820000E+4	2.46190000E+4	2.14840000E+4	1.81540000E+4	1.75380000E+4	1.51870000E+4	1.14480000E+4	
738.00	1.98370000E+4	2.27020000E+4	2.60940000E+4	2.49730000E+4	2.63440000E+4	2.51510000E+4	2.35510000E+4	2.21330000E+4	2.39310000E+4	3.12870000E+4	3.58990000E+4	3.64310000E+4	3.36670000E+4	2.90520000E+4	2.79850000E+4	2.70520000E+4	2.42450000E+4	2.10380000E+4	1.74110000E+4	1.72610000E+4	1.50630000E+4	1.13430000E+4	
739.00	1.93220000E+4	2.21080000E+4	2.59050000E+4	2.46250000E+4	2.61680000E+4	2.45720000E+4	2.34150000E+4	2.16410000E+4	2.33560000E+4	3.07010000E+4	3.45860000E+4	3.60710000E+4	3.31100000E+4	2.84940000E+4	2.54330000E+4	2.71570000E+4	2.35590000E+4	2.15550000E+4	1.74030000E+4	1.65690000E+4	1.48130000E+4	1.10380000E+4	
740.00	1.90430000E+4	2.18060000E+4	2.54540000E+4	2.44930000E+4	2.52230000E+4	2.40080000E+4	2.32860000E+4	2.15660000E+4	2.30830000E+4	3.02930000E+4	3.39090000E+4	3.56810000E+4	3.23340000E+4	2.76520000E+4	2.52770000E+4	2.65030000E+4	2.33300000E+4	2.15380000E+4	1.72960000E+4	1.66310000E+4	1.44650000E+4	1.10280000E+4	
741.00	1.86020000E+4	2.18570000E+4	2.50350000E+4	2.38980000E+4	2.44840000E+4	2.37350000E+4	2.25660000E+4	2.12470000E+4	2.28420000E+4	2.92860000E+4	3.33570000E+4	3.51500000E+4	3.21650000E+4	2.70890000E+4	2.45550000E+4	2.51990000E+4	2.26980000E+4	2.09950000E+4	1.68520000E+4	1.61170000E+4	1.29740000E+4	1.14250000E+4	
742.00	1.82410000E+4	2.12990000E+4	2.41310000E+4	2.30850000E+4	2.38840000E+4	2.31550000E+4	2.24770000E+4	2.09550000E+4	2.21240000E+4	2.88150000E+4	3.25290000E+4	3.38610000E+4	3.11710000E+4	2.66490000E+4	2.40730000E+4	2.52010000E+4	2.20410000E+4	2.03170000E+4	1.66110000E+4	1.62480000E+4	1.25140000E+4	1.07790000E+4	
743.00	1.79310000E+4	2.08710000E+4	2.33950000E+4	2.23110000E+4	2.33840000E+4	2.24560000E+4	2.18150000E+4	2.06310000E+4	2.15760000E+4	2.81680000E+4	3.17640000E+4	3.34900000E+4	3.06980000E+4	2.62060000E+4	2.35030000E+4	2.42690000E+4	2.17670000E+4	1.99600000E+4	1.64860000E+4	1.58150000E+4	1.15430000E+4	1.05640000E+4	
744.00	1.76150000E+4	2.01550000E+4	2.30710000E+4	2.19810000E+4	2.27970000E+4	2.22020000E+4	2.15720000E+4	1.99430000E+4	2.12530000E+4	2.76460000E+4	3.11670000E+4	3.25790000E+4	3.00090000E+4	2.52030000E+4	2.31120000E+4	2.36090000E+4	2.15600000E+4	1.93370000E+4	1.62440000E+4	1.53930000E+4	1.12070000E+4	1.08550000E+4	
745.00	1.74330000E+4	2.00710000E+4	2.26100000E+4	2.14590000E+4	2.23620000E+4	2.16030000E+4	2.11920000E+4	1.99470000E+4	2.05820000E+4	2.66080000E+4	3.02950000E+4	3.14840000E+4	2.92490000E+4	2.52570000E+4	2.26680000E+4	2.31380000E+4	2.10550000E+4	1.87760000E+4	1.58860000E+4	1.53000000E+4	1.12000000E+4	1.09320000E+4	
746.00	1.71620000E+4	1.96480000E+4	2.22060000E+4	2.11740000E+4	2.16300000E+4	2.10440000E+4	2.04710000E+4	1.95380000E+4	2.04120000E+4	2.65360000E+4	2.92790000E+4	3.11330000E+4	2.63710000E+4	2.71610000E+4	2.24200000E+4	2.27660000E+4	2.06140000E+4	1.87050000E+4	1.56450000E+4	1.49900000E+4	1.10590000E+4	1.04560000E+4	
747.00	1.66400000E+4	1.92880000E+4	2.15310000E+4	2.05570000E+4	2.09880000E+4	2.03860000E+4	2.01380000E+4	1.90860000E+4	2.05210000E+4	2.58710000E+4	2.87810000E+4	3.05180000E+4	2.37590000E+4	2.57380000E+4	2.14330000E+4	2.21020000E+4	2.01220000E+4	1.83030000E+4	1.54900000E+4	1.47970000E+4	1.09770000E+4	9.95600000E+3	
748.00	1.65800000E+4	1.92190000E+4	2.10530000E+4	2.02120000E+4	2.06850000E+4	2.01690000E+4	1.97990000E+4	1.87320000E+4	1.98700000E+4	2.50590000E+4	2.83190000E+4	3.00710000E+4	2.38940000E+4	2.45400000E+4	2.10400000E+4	2.13910000E+4	1.97580000E+4	1.79880000E+4	1.48100000E+4	1.46110000E+4	1.07610000E+4	9.83100000E+3	
749.00	1.61910000E+4	1.84460000E+4	2.04310000E+4	1.95410000E+4	2.03370000E+4	1.99660000E+4	1.95710000E+4	1.82000000E+4	1.93780000E+4	2.45680000E+4	2.73280000E+4	2.93780000E+4	2.35510000E+4	2.41880000E+4	2.08050000E+4	2.11570000E+4	1.90010000E+4	1.72760000E+4	1.49250000E+4	1.39820000E+4	1.07880000E+4	9.34600000E+3	
750.00	1.58840000E+4	1.82780000E+4	1.98870000E+4	1.91070000E+4	1.97120000E+4	1.89960000E+4	1.91790000E+4	1.78440000E+4	1.91170000E+4	2.39250000E+4	2.71090000E+4	2.91720000E+4	2.13780000E+4	2.36380000E+4	2.03060000E+4	2.06630000E+4	1.88960000E+4	1.71290000E+4	1.46540000E+4	1.38910000E+4	1.09400000E+4	9.17400000E+3	
751.00	1.55750000E+4	1.80960000E+4	1.92610000E+4	1.86030000E+4	1.89820000E+4	1.86570000E+4	1.86850000E+4	1.77990000E+4	1.88920000E+4	2.33310000E+4	2.61080000E+4	2.85370000E+4	1.98570000E+4	2.27860000E+4	1.99120000E+4	2.02720000E+4	1.84090000E+4	1.67370000E+4	1.42920000E+4	1.36470000E+4	1.07530000E+4	8.72600000E+3	
752.00	1.51900000E+4	1.75480000E+4	1.91730000E+4	1.83660000E+4	1.87420000E+4	1.84900000E+4	1.82650000E+4	1.74770000E+4	1.81440000E+4	2.33160000E+4	2.53010000E+4	2.77760000E+4	1.87180000E+4	2.23340000E+4	1.97770000E+4	1.98450000E+4	1.82460000E+4	1.67300000E+4	1.43060000E+4	1.34570000E+4	1.05080000E+4	8.63600000E+3	
753.00	1.50520000E+4	1.72720000E+4	1.87350000E+4	1.77770000E+4	1.80120000E+4	1.78790000E+4	1.84230000E+4	1.71110000E+4	1.81620000E+4	2.22920000E+4	2.51020000E+4	2.69600000E+4	1.90510000E+4	2.21140000E+4	1.85740000E+4	1.92530000E+4	1.78030000E+4	1.65730000E+4	1.39440000E+4	1.32710000E+4	1.04310000E+4	8.38000000E+3	
754.00	1.46460000E+4	1.70660000E+4	1.82590000E+4	1.78880000E+4	1.78940000E+4	1.76460000E+4	1.76970000E+4	1.67250000E+4	1.74090000E+4	2.23050000E+4	2.45480000E+4	2.63820000E+4	1.85950000E+4	2.13670000E+4	1.84220000E+4	1.90910000E+4	1.76460000E+4	1.61400000E+4	1.38500000E+4	1.29700000E+4	1.03030000E+4	8.17600000E+3	
755.00	1.48520000E+4	1.67680000E+4	1.78220000E+4	1.74150000E+4	1.75840000E+4	1.73210000E+4	1.77050000E+4	1.66500000E+4	1.69560000E+4	2.14650000E+4	2.42940000E+4	2.64500000E+4	1.84710000E+4	2.09780000E+4	1.82610000E+4	1.85470000E+4	1.73280000E+4	1.59760000E+4	1.37130000E+4	1.27930000E+4	1.02330000E+4	7.85900000E+3	
756.00	1.43000000E+4	1.64890000E+4	1.76510000E+4	1.72780000E+4	1.70450000E+4	1.67620000E+4	1.75810000E+4	1.63110000E+4	1.69360000E+4	2.08530000E+4	2.36710000E+4	2.58870000E+4	1.86290000E+4	2.10390000E+4	1.79470000E+4	1.78050000E+4	1.70620000E+4	1.57580000E+4	1.35820000E+4	1.26460000E+4	1.00500000E+4	7.83500000E+3	
757.00	1.38730000E+4	1.61540000E+4	1.75060000E+4	1.68340000E+4	1.66650000E+4	1.64180000E+4	1.69880000E+4	1.64660000E+4	1.63160000E+4	2.08160000E+4	2.33310000E+4	2.53780000E+4	1.84760000E+4	2.02280000E+4	1.75170000E+4	1.76970000E+4	1.68620000E+4	1.55870000E+4	1.34020000E+4	1.24590000E+4	1.00660000E+4	7.46100000E+3	
758.00	1.40630000E+4	1.57400000E+4	1.70290000E+4	1.64080000E+4	1.64070000E+4	1.61490000E+4	1.69470000E+4	1.68950000E+4	1.64080000E+4	2.01970000E+4	2.29720000E+4	2.50460000E+4	1.89110000E+4	2.02300000E+4	1.74900000E+4	1.73700000E+4	1.65270000E+4	1.51000000E+4	1.31670000E+4	1.20790000E+4	9.95500000E+3	7.34500000E+3	
759.00	1.39440000E+4	1.59510000E+4	1.70260000E+4	1.70520000E+4	1.60420000E+4	1.60690000E+4	1.65550000E+4	1.65580000E+4	1.57890000E+4	1.99300000E+4	2.23880000E+4	2.45990000E+4	1.84450000E+4	1.98000000E+4	1.69420000E+4	1.72270000E+4	1.64560000E+4	1.51080000E+4	1.30670000E+4	1.18210000E+4	9.94200000E+3	7.20900000E+3	
760.00	1.36480000E+4	1.55320000E+4	1.66460000E+4	1.66900000E+4	1.55030000E+4	1.56810000E+4	1.63940000E+4	1.66290000E+4	1.56620000E+4	1.94610000E+4	2.25200000E+4	2.41140000E+4	1.84840000E+4	1.94310000E+4	1.68050000E+4	1.69020000E+4	1.61080000E+4	1.51170000E+4	1.32130000E+4	1.19010000E+4	9.48400000E+3	7.03700000E+3	
761.00	1.32000000E+4	1.52730000E+4	1.62930000E+4	1.64730000E+4	1.54090000E+4	1.53410000E+4	1.62150000E+4	1.61800000E+4	1.53230000E+4	1.93250000E+4	2.17900000E+4	2.41560000E+4	1.80550000E+4	1.89810000E+4	1.68430000E+4	1.64770000E+4	1.59100000E+4	1.48000000E+4	1.27750000E+4	1.18900000E+4	9.16400000E+3	6.73500000E+3	
762.00	1.35950000E+4	1.51090000E+4	1.61310000E+4	1.61690000E+4	1.48940000E+4	1.51490000E+4	1.61800000E+4	1.59720000E+4	1.52620000E+4	1.92140000E+4	2.16200000E+4	2.37970000E+4	1.81690000E+4	1.91080000E+4	1.64550000E+4	1.65520000E+4	1.58880000E+4	1.44990000E+4	1.25430000E+4	1.17060000E+4	9.17800000E+3	7.33400000E+3	
763.00	1.29910000E+4	1.48090000E+4	1.59940000E+4	1.56540000E+4	1.47920000E+4	1.47100000E+4	1.56690000E+4	1.57540000E+4	1.48940000E+4	1.93170000E+4	2.12290000E+4	2.33010000E+4	1.82730000E+4	1.86090000E+4	1.60600000E+4	1.58920000E+4	1.55470000E+4	1.38490000E+4	1.24910000E+4	1.15580000E+4	9.42400000E+3	7.04600000E+3	
764.00	1.31620000E+4	1.47080000E+4	1.57430000E+4	1.53730000E+4	1.43210000E+4	1.43160000E+4	1.57410000E+4	1.54900000E+4	1.47280000E+4	1.85590000E+4	2.09860000E+4	2.29940000E+4	1.81140000E+4	1.82280000E+4	1.58540000E+4	1.58580000E+4	1.56190000E+4	1.41180000E+4	1.23680000E+4	1.12990000E+4	9.32700000E+3	6.80500000E+3	
765.00	1.29680000E+4	1.45540000E+4	1.53790000E+4	1.52400000E+4	1.42530000E+4	1.42060000E+4	1.53580000E+4	1.54160000E+4	1.46490000E+4	1.82390000E+4	2.05550000E+4	2.29550000E+4	1.80260000E+4	1.81420000E+4	1.58940000E+4	1.57290000E+4	1.57370000E+4	1.40920000E+4	1.23990000E+4	1.09430000E+4	9.10600000E+3	6.53900000E+3	
766.00	1.26200000E+4	1.45080000E+4	1.50070000E+4	1.48460000E+4	1.39880000E+4	1.39840000E+4	1.59090000E+4	1.52120000E+4	1.42560000E+4	1.77070000E+4	2.06560000E+4	2.22390000E+4	1.80370000E+4	1.79960000E+4	1.56240000E+4	1.56010000E+4	1.50590000E+4	1.37640000E+4	1.23680000E+4	1.09560000E+4	9.26700000E+3	6.54000000E+3	
767.00	1.25890000E+4	1.43200000E+4	1.48580000E+4	1.44660000E+4	1.37860000E+4	1.16600000E+4	1.54540000E+4	1.49760000E+4	1.41130000E+4	1.76200000E+4	1.99720000E+4	2.21620000E+4	1.78880000E+4	1.73590000E+4	1.53010000E+4	1.51190000E+4	1.49850000E+4	1.35960000E+4	1.20440000E+4	1.08690000E+4	9.07700000E+3	6.37900000E+3	
768.00	1.24270000E+4	1.40700000E+4	1.44620000E+4	1.43850000E+4	1.30430000E+4	1.16910000E+4	1.54220000E+4	1.46510000E+4	1.40100000E+4	1.73360000E+4	1.97990000E+4	2.14620000E+4	1.77580000E+4	1.71850000E+4	1.46550000E+4	1.50480000E+4	1.48640000E+4	1.33530000E+4	1.23360000E+4	1.07090000E+4	8.96500000E+3	6.28200000E+3	
769.00	1.21690000E+4	1.36250000E+4	1.42890000E+4	1.36750000E+4	1.35510000E+4	1.18070000E+4	1.50670000E+4	1.42150000E+4	1.37610000E+4	1.69710000E+4	1.92170000E+4	2.15680000E+4	1.73320000E+4	1.70310000E+4	1.50200000E+4	1.46380000E+4	1.43650000E+4	1.27780000E+4	1.18080000E+4	1.04470000E+4	9.07800000E+3	6.11900000E+3	
770.00	1.17870000E+4	1.34060000E+4	1.42530000E+4	1.36100000E+4	1.31310000E+4	1.13100000E+4	1.48120000E+4	1.40750000E+4	1.36310000E+4	1.67740000E+4	1.88970000E+4	2.09910000E+4	1.70190000E+4	1.68030000E+4	1.44160000E+4	1.43710000E+4	1.51260000E+4	1.27400000E+4	1.16650000E+4	1.02610000E+4	8.82700000E+3	5.99500000E+3	
771.00	1.17860000E+4	1.29370000E+4	1.37930000E+4	1.33140000E+4	1.29180000E+4	1.12120000E+4	1.43170000E+4	1.40310000E+4	1.31820000E+4	1.63360000E+4	1.87390000E+4	2.07760000E+4	1.69520000E+4	1.60830000E+4	1.38960000E+4	1.39660000E+4	1.46400000E+4	1.26070000E+4	1.15660000E+4	1.01890000E+4	8.76800000E+3	5.91900000E+3	
772.00	1.15320000E+4	1.30440000E+4	1.30390000E+4	1.29210000E+4	1.23470000E+4	1.09820000E+4	1.39150000E+4	1.35550000E+4	1.30760000E+4	1.58440000E+4	1.83070000E+4	2.00640000E+4	1.66050000E+4	1.59390000E+4	1.38130000E+4	1.36900000E+4	1.38840000E+4	1.22930000E+4	1.13630000E+4	9.66500000E+3	8.77700000E+3	5.86200000E+3	
773.00	1.10830000E+4	1.29510000E+4	1.28640000E+4	1.26740000E+4	1.20220000E+4	1.07220000E+4	1.38730000E+4	1.32710000E+4	1.26600000E+4	1.57530000E+4	1.78960000E+4	1.95690000E+4	1.61610000E+4	1.56010000E+4	1.36210000E+4	1.33840000E+4	1.31920000E+4	1.23880000E+4	1.10920000E+4	9.82100000E+3	8.68200000E+3	5.67400000E+3	
774.00	1.11420000E+4	1.23900000E+4	1.24630000E+4	1.23140000E+4	1.18870000E+4	1.07100000E+4	1.34670000E+4	1.31630000E+4	1.22350000E+4	1.52930000E+4	1.73410000E+4	1.90070000E+4	1.57730000E+4	1.52360000E+4	1.32250000E+4	1.31440000E+4	1.28450000E+4	1.22250000E+4	1.10570000E+4	9.34600000E+3	8.41900000E+3	5.39100000E+3	
775.00	1.06520000E+4	1.20560000E+4	1.21500000E+4	1.18040000E+4	1.14810000E+4	1.04090000E+4	1.33240000E+4	1.26730000E+4	1.23910000E+4	1.47480000E+4	1.69250000E+4	1.85900000E+4	1.58380000E+4	1.48770000E+4	1.28010000E+4	1.28410000E+4	1.26430000E+4	1.17700000E+4	1.08240000E+4	9.16600000E+3	8.32700000E+3	5.33500000E+3	
776.00	1.01660000E+4	1.19250000E+4	1.19390000E+4	1.15490000E+4	1.14550000E+4	1.01010000E+4	1.28180000E+4	1.23930000E+4	1.16730000E+4	1.44260000E+4	1.64050000E+4	1.83460000E+4	1.51870000E+4	1.45260000E+4	1.24740000E+4	1.27400000E+4	1.23200000E+4	1.16170000E+4	1.03090000E+4	8.92500000E+3	8.09200000E+3	5.14500000E+3	
777.00	9.97600000E+3	1.14070000E+4	1.17460000E+4	1.11950000E+4	1.06550000E+4	9.90800000E+3	1.24430000E+4	1.22580000E+4	1.15140000E+4	1.39340000E+4	1.67630000E+4	1.76590000E+4	1.50350000E+4	1.41090000E+4	1.20940000E+4	1.25040000E+4	1.22460000E+4	1.11880000E+4	1.03170000E+4	8.64800000E+3	8.01600000E+3	5.05600000E+3	
778.00	9.62700000E+3	1.11900000E+4	1.11810000E+4	1.05290000E+4	1.04540000E+4	9.73300000E+3	1.21360000E+4	1.14790000E+4	1.12950000E+4	1.33710000E+4	1.61220000E+4	1.74550000E+4	1.44920000E+4	1.38320000E+4	1.15620000E+4	1.21420000E+4	1.15710000E+4	1.07920000E+4	1.00620000E+4	8.40400000E+3	7.75800000E+3	5.05700000E+3	
779.00	9.48500000E+3	1.07340000E+4	1.12340000E+4	1.03700000E+4	1.02010000E+4	9.32200000E+3	1.18920000E+4	1.13380000E+4	1.09470000E+4	1.31570000E+4	1.55570000E+4	1.69010000E+4	1.41550000E+4	1.33870000E+4	1.13080000E+4	1.18340000E+4	1.11450000E+4	1.02980000E+4	9.69800000E+3	8.21300000E+3	7.41500000E+3	4.69800000E+3	
780.00	8.90300000E+3	1.05060000E+4	1.07600000E+4	1.00760000E+4	9.97100000E+3	9.35800000E+3	1.12540000E+4	1.09670000E+4	1.06560000E+4	1.28380000E+4	1.49510000E+4	1.61360000E+4	1.35690000E+4	1.30220000E+4	1.09330000E+4	1.13080000E+4	1.09610000E+4	1.02230000E+4	9.40600000E+3	7.89900000E+3	7.34700000E+3	4.59400000E+3	
