Hf-2(PCN-223)-O2 MAP 2.5 2.5

Labels	Ex1 360.00nm	Ex1 370.00nm	Ex1 380.00nm	Ex1 390.00nm	Ex1 400.00nm	Ex1 410.00nm	Ex1 420.00nm	Ex1 430.00nm	Ex1 440.00nm	Ex1 450.00nm	Ex1 460.00nm	Ex1 470.00nm	Ex1 480.00nm	Ex1 490.00nm	Ex1 500.00nm	Ex1 510.00nm	Ex1 520.00nm	Ex1 530.00nm	Ex1 540.00nm	Ex1 550.00nm	Ex1 560.00nm	Ex1 570.00nm	
659.00	4.67340000E+4	5.68120000E+4	6.48820000E+4	7.07880000E+4	8.43570000E+4	7.63300000E+4	5.10860000E+4	4.67180000E+4	5.67670000E+4	8.53530000E+4	8.89790000E+4	1.03570000E+5	8.58430000E+4	6.32050000E+4	8.17160000E+4	7.94670000E+4	5.38410000E+4	3.86010000E+4	4.43870000E+4	3.86550000E+4	2.17060000E+4	1.22210000E+4	
660.00	4.72690000E+4	5.78770000E+4	6.62710000E+4	7.19080000E+4	8.51850000E+4	7.75270000E+4	5.20950000E+4	4.84180000E+4	5.78960000E+4	8.68730000E+4	9.06660000E+4	1.05268000E+5	8.79580000E+4	6.54560000E+4	8.34580000E+4	8.06620000E+4	5.56330000E+4	3.97730000E+4	4.58840000E+4	3.92230000E+4	2.28760000E+4	1.27450000E+4	
661.00	4.84460000E+4	5.86160000E+4	6.68000000E+4	7.35210000E+4	8.57370000E+4	7.85420000E+4	5.33010000E+4	4.87450000E+4	5.91370000E+4	8.84800000E+4	9.27970000E+4	1.06758000E+5	9.00430000E+4	6.70090000E+4	8.48580000E+4	7.89700000E+4	5.66610000E+4	4.17770000E+4	4.69470000E+4	3.98370000E+4	2.37700000E+4	1.29430000E+4	
662.00	4.93410000E+4	5.92020000E+4	6.79120000E+4	7.35340000E+4	8.57440000E+4	7.92940000E+4	5.44380000E+4	4.97460000E+4	6.03070000E+4	8.87960000E+4	9.31400000E+4	1.07370000E+5	9.09430000E+4	6.93830000E+4	8.53490000E+4	8.37930000E+4	5.75400000E+4	4.29390000E+4	4.72780000E+4	4.05030000E+4	2.39600000E+4	1.31690000E+4	
663.00	4.94650000E+4	5.96090000E+4	6.93120000E+4	7.33140000E+4	8.60120000E+4	7.90700000E+4	5.44530000E+4	4.99760000E+4	6.04060000E+4	8.99010000E+4	9.47800000E+4	1.08056000E+5	9.13920000E+4	6.96430000E+4	8.52990000E+4	8.44610000E+4	5.81090000E+4	4.41000000E+4	4.79640000E+4	4.09090000E+4	2.50860000E+4	1.34770000E+4	
664.00	5.00290000E+4	5.97360000E+4	6.92400000E+4	7.28590000E+4	8.52030000E+4	7.90880000E+4	5.51140000E+4	5.03250000E+4	6.07410000E+4	8.95800000E+4	9.41900000E+4	1.08036000E+5	9.12690000E+4	6.99770000E+4	8.49840000E+4	8.41410000E+4	5.89360000E+4	4.49310000E+4	4.78710000E+4	4.04510000E+4	2.56550000E+4	1.36340000E+4	
665.00	4.95710000E+4	5.95840000E+4	6.86360000E+4	7.30250000E+4	8.38600000E+4	7.85280000E+4	5.53010000E+4	5.04600000E+4	6.09390000E+4	8.66180000E+4	9.35570000E+4	1.12910000E+5	9.13060000E+4	7.02250000E+4	8.38570000E+4	8.31480000E+4	5.90840000E+4	4.54000000E+4	4.78800000E+4	4.08270000E+4	2.59010000E+4	1.39100000E+4	
666.00	4.94560000E+4	5.95990000E+4	6.75110000E+4	7.18200000E+4	8.30400000E+4	7.72850000E+4	5.47660000E+4	5.03160000E+4	5.96350000E+4	8.48330000E+4	9.34390000E+4	1.13449000E+5	9.01140000E+4	6.52330000E+4	8.31130000E+4	8.21870000E+4	5.91060000E+4	4.57430000E+4	4.80560000E+4	4.01930000E+4	2.61900000E+4	1.38720000E+4	
667.00	4.89270000E+4	5.94310000E+4	6.75490000E+4	7.06130000E+4	8.05550000E+4	7.58030000E+4	5.49620000E+4	5.06980000E+4	5.93130000E+4	8.29990000E+4	9.25990000E+4	1.10842000E+5	9.00060000E+4	6.01630000E+4	8.23230000E+4	8.13010000E+4	5.89190000E+4	4.64160000E+4	4.74120000E+4	3.81040000E+4	2.63680000E+4	1.38410000E+4	
668.00	4.91110000E+4	5.85820000E+4	6.67110000E+4	7.80310000E+4	7.91460000E+4	7.50920000E+4	5.50360000E+4	5.04360000E+4	5.88830000E+4	8.23830000E+4	9.19390000E+4	1.08579000E+5	8.96730000E+4	6.08820000E+4	8.09920000E+4	8.06070000E+4	5.82060000E+4	4.63820000E+4	4.79200000E+4	3.89060000E+4	2.64060000E+4	1.39200000E+4	
669.00	4.89610000E+4	5.82800000E+4	6.56820000E+4	8.51490000E+4	7.80310000E+4	7.33360000E+4	5.47830000E+4	4.72820000E+4	5.86330000E+4	8.24390000E+4	9.09460000E+4	1.06341000E+5	8.81630000E+4	6.19870000E+4	7.96710000E+4	7.86420000E+4	5.77520000E+4	4.65640000E+4	4.72810000E+4	3.94150000E+4	2.71330000E+4	1.40720000E+4	
670.00	4.83260000E+4	5.76340000E+4	6.50050000E+4	8.06190000E+4	7.63080000E+4	7.29840000E+4	5.44430000E+4	4.77880000E+4	5.82570000E+4	8.18520000E+4	8.98790000E+4	1.05183000E+5	8.75340000E+4	6.20600000E+4	7.88060000E+4	7.72690000E+4	5.76190000E+4	4.63890000E+4	4.68860000E+4	3.97400000E+4	2.74410000E+4	1.40740000E+4	
671.00	4.83750000E+4	5.72780000E+4	6.45990000E+4	7.73960000E+4	7.46030000E+4	7.12130000E+4	5.46470000E+4	4.82750000E+4	5.75880000E+4	8.03510000E+4	8.90360000E+4	1.04395000E+5	8.71630000E+4	6.25230000E+4	7.80560000E+4	7.63600000E+4	5.70160000E+4	4.74200000E+4	4.70460000E+4	3.93920000E+4	2.77180000E+4	1.42060000E+4	
672.00	4.89660000E+4	5.68820000E+4	6.40000000E+4	7.54230000E+4	7.42450000E+4	7.08760000E+4	5.45580000E+4	4.86830000E+4	5.70560000E+4	7.97280000E+4	8.86360000E+4	1.03046000E+5	8.64510000E+4	6.33730000E+4	7.68560000E+4	7.56120000E+4	5.78390000E+4	4.78000000E+4	4.66760000E+4	3.96830000E+4	2.80280000E+4	1.41960000E+4	
673.00	4.83260000E+4	5.74530000E+4	6.34240000E+4	7.30510000E+4	7.23160000E+4	6.97800000E+4	5.50890000E+4	4.85130000E+4	5.65910000E+4	7.96210000E+4	8.81610000E+4	1.01954000E+5	8.68150000E+4	6.34730000E+4	7.66300000E+4	7.44470000E+4	5.77350000E+4	4.79200000E+4	4.72200000E+4	4.02160000E+4	2.83590000E+4	1.43060000E+4	
674.00	4.93640000E+4	5.70300000E+4	6.35290000E+4	7.17230000E+4	7.22010000E+4	6.89810000E+4	5.59220000E+4	4.95440000E+4	5.69840000E+4	7.88680000E+4	8.76660000E+4	1.02601000E+5	8.83450000E+4	6.43820000E+4	7.56690000E+4	6.35140000E+4	5.83130000E+4	4.88830000E+4	4.73780000E+4	4.05330000E+4	2.91540000E+4	1.43080000E+4	
675.00	4.95290000E+4	5.76020000E+4	6.33170000E+4	7.09890000E+4	7.06580000E+4	6.81800000E+4	5.62720000E+4	5.02170000E+4	5.69160000E+4	7.96150000E+4	8.87370000E+4	1.02913000E+5	8.94180000E+4	6.51110000E+4	7.54560000E+4	5.95550000E+4	5.81940000E+4	5.00640000E+4	4.84890000E+4	4.11800000E+4	3.01200000E+4	1.46570000E+4	
676.00	5.03870000E+4	5.87480000E+4	6.39980000E+4	7.04750000E+4	7.03480000E+4	6.74680000E+4	5.73160000E+4	5.10900000E+4	5.73550000E+4	7.90440000E+4	8.89240000E+4	1.02708000E+5	9.03660000E+4	6.65900000E+4	7.58000000E+4	6.03790000E+4	5.77300000E+4	5.14620000E+4	4.89050000E+4	4.16650000E+4	3.08480000E+4	1.51630000E+4	
677.00	5.12490000E+4	5.93430000E+4	6.48970000E+4	6.99710000E+4	7.02350000E+4	6.82190000E+4	5.81500000E+4	5.19070000E+4	5.77020000E+4	7.95330000E+4	8.99170000E+4	1.03908000E+5	9.12300000E+4	6.78200000E+4	7.61980000E+4	6.18350000E+4	5.75690000E+4	5.28660000E+4	5.00750000E+4	4.24460000E+4	3.23220000E+4	1.56690000E+4	
678.00	5.18790000E+4	6.02760000E+4	6.53400000E+4	7.03980000E+4	7.00630000E+4	7.22050000E+4	6.48500000E+4	5.36770000E+4	5.91330000E+4	8.02490000E+4	9.27300000E+4	1.04893000E+5	9.23370000E+4	6.98760000E+4	7.63900000E+4	6.40860000E+4	5.95080000E+4	5.49600000E+4	5.14790000E+4	4.33760000E+4	3.29350000E+4	1.59090000E+4	
679.00	5.39040000E+4	6.26290000E+4	6.61930000E+4	7.04340000E+4	6.94110000E+4	7.18270000E+4	6.51910000E+4	5.51270000E+4	5.94780000E+4	8.10080000E+4	9.39070000E+4	1.07291000E+5	9.40580000E+4	7.14750000E+4	7.74960000E+4	6.50100000E+4	6.16480000E+4	5.71130000E+4	5.19230000E+4	4.49890000E+4	3.40580000E+4	1.66670000E+4	
680.00	5.52490000E+4	6.34690000E+4	6.77890000E+4	7.08940000E+4	6.99600000E+4	7.14140000E+4	6.59750000E+4	5.69350000E+4	6.12100000E+4	8.25370000E+4	9.54820000E+4	1.09549000E+5	9.68860000E+4	7.35990000E+4	7.82430000E+4	6.73510000E+4	6.36340000E+4	5.82840000E+4	5.39860000E+4	4.60330000E+4	3.58870000E+4	1.72330000E+4	
681.00	5.72860000E+4	6.49160000E+4	6.85510000E+4	7.15140000E+4	7.01560000E+4	7.11790000E+4	6.75440000E+4	5.84330000E+4	6.18870000E+4	8.40370000E+4	9.72720000E+4	1.11705000E+5	9.76940000E+4	7.57230000E+4	7.97440000E+4	6.88710000E+4	6.52680000E+4	6.06460000E+4	5.39870000E+4	4.75560000E+4	3.74120000E+4	1.75030000E+4	
682.00	5.86740000E+4	6.68660000E+4	7.09930000E+4	7.18750000E+4	7.07500000E+4	7.21260000E+4	6.91890000E+4	6.11300000E+4	6.36680000E+4	8.49560000E+4	9.98340000E+4	1.14009000E+5	1.01293000E+5	7.81210000E+4	8.07680000E+4	7.04080000E+4	6.74100000E+4	6.24320000E+4	5.58280000E+4	4.89700000E+4	3.84220000E+4	1.79870000E+4	
683.00	6.05420000E+4	6.85780000E+4	7.18510000E+4	7.31590000E+4	7.12610000E+4	7.19540000E+4	7.03000000E+4	6.28740000E+4	6.49230000E+4	8.61570000E+4	1.02052000E+5	1.16617000E+5	1.03207000E+5	8.05760000E+4	8.21350000E+4	7.28000000E+4	7.00260000E+4	6.49470000E+4	5.77230000E+4	5.02860000E+4	4.04510000E+4	1.88980000E+4	
684.00	6.19760000E+4	7.04380000E+4	7.33620000E+4	7.40130000E+4	7.17610000E+4	7.23080000E+4	7.15570000E+4	6.43750000E+4	6.61060000E+4	8.76890000E+4	1.03838000E+5	1.18689000E+5	1.05312000E+5	8.26570000E+4	8.30670000E+4	7.42320000E+4	7.22510000E+4	6.66160000E+4	5.97930000E+4	5.22590000E+4	4.17630000E+4	1.96780000E+4	
685.00	6.30400000E+4	7.40420000E+4	7.49810000E+4	7.47760000E+4	7.25260000E+4	7.27930000E+4	7.39020000E+4	6.65600000E+4	6.80400000E+4	8.98540000E+4	1.05619000E+5	1.21812000E+5	1.08403000E+5	8.46750000E+4	8.53900000E+4	7.52160000E+4	7.24570000E+4	6.85790000E+4	6.13240000E+4	5.27250000E+4	4.31730000E+4	2.01690000E+4	
686.00	6.33160000E+4	7.60590000E+4	7.58200000E+4	7.52530000E+4	7.36010000E+4	7.34590000E+4	7.57600000E+4	6.80340000E+4	6.94140000E+4	9.03100000E+4	1.07609000E+5	1.23156000E+5	1.10979000E+5	8.66550000E+4	8.65900000E+4	7.77290000E+4	7.79550000E+4	7.03200000E+4	6.27420000E+4	5.42600000E+4	4.46300000E+4	2.09930000E+4	
687.00	6.50590000E+4	7.67210000E+4	7.67180000E+4	7.53670000E+4	7.31960000E+4	7.34250000E+4	7.69510000E+4	6.96050000E+4	7.01300000E+4	9.18830000E+4	1.09705000E+5	1.24823000E+5	1.12275000E+5	8.82600000E+4	8.73060000E+4	7.83060000E+4	7.93890000E+4	7.22450000E+4	6.45120000E+4	5.52910000E+4	4.60350000E+4	2.16050000E+4	
688.00	6.56760000E+4	7.80580000E+4	7.85120000E+4	7.72940000E+4	7.41170000E+4	7.39980000E+4	7.76780000E+4	7.13140000E+4	7.10100000E+4	9.27430000E+4	1.11197000E+5	1.27322000E+5	1.14892000E+5	9.03960000E+4	8.85460000E+4	7.96760000E+4	8.05780000E+4	7.44200000E+4	6.57550000E+4	5.59680000E+4	4.67010000E+4	2.17760000E+4	
689.00	6.71870000E+4	7.84660000E+4	7.92170000E+4	7.68450000E+4	7.38260000E+4	7.41400000E+4	7.92820000E+4	7.26490000E+4	7.16690000E+4	9.35350000E+4	1.11603000E+5	1.28204000E+5	1.15758000E+5	9.16310000E+4	8.96060000E+4	8.08870000E+4	8.77390000E+4	7.53400000E+4	6.67230000E+4	5.73930000E+4	4.84010000E+4	2.23870000E+4	
690.00	6.72930000E+4	7.85310000E+4	7.94600000E+4	7.72670000E+4	7.37180000E+4	7.73910000E+4	7.89830000E+4	7.31290000E+4	7.26850000E+4	9.37130000E+4	1.11975000E+5	1.29268000E+5	1.16367000E+5	8.83230000E+4	8.92460000E+4	8.73060000E+4	8.74540000E+4	7.58200000E+4	6.79240000E+4	5.79930000E+4	4.93540000E+4	2.28470000E+4	
691.00	6.76380000E+4	7.96990000E+4	7.92330000E+4	7.67710000E+4	7.30690000E+4	7.80290000E+4	7.97420000E+4	7.35170000E+4	7.29760000E+4	9.40390000E+4	1.13034000E+5	1.29242000E+5	1.16700000E+5	9.62670000E+4	8.95400000E+4	8.59200000E+4	8.68090000E+4	7.69340000E+4	6.84330000E+4	5.85940000E+4	4.94880000E+4	2.32530000E+4	
692.00	6.75380000E+4	7.94350000E+4	8.17400000E+4	7.57230000E+4	7.27060000E+4	7.65520000E+4	7.96180000E+4	7.34300000E+4	7.23920000E+4	9.39000000E+4	1.13158000E+5	1.29920000E+5	1.15265000E+5	9.44720000E+4	8.96950000E+4	8.50670000E+4	8.65040000E+4	7.68060000E+4	6.84630000E+4	5.81020000E+4	5.05160000E+4	2.36630000E+4	
693.00	6.73940000E+4	7.86940000E+4	9.11310000E+4	7.57070000E+4	7.25160000E+4	7.46740000E+4	7.86010000E+4	7.39530000E+4	7.26880000E+4	9.38890000E+4	1.12807000E+5	1.29542000E+5	1.10746000E+5	9.33010000E+4	8.86790000E+4	8.45790000E+4	8.48450000E+4	7.71420000E+4	6.84690000E+4	5.83630000E+4	5.05720000E+4	2.33760000E+4	
694.00	6.73330000E+4	7.78920000E+4	8.74740000E+4	7.38730000E+4	7.09420000E+4	7.41900000E+4	7.82520000E+4	7.38520000E+4	7.14690000E+4	9.28540000E+4	1.10715000E+5	1.27715000E+5	1.10876000E+5	9.31210000E+4	8.77270000E+4	8.37640000E+4	8.23770000E+4	7.64270000E+4	6.78730000E+4	5.75320000E+4	5.23070000E+4	2.33850000E+4	
695.00	6.63200000E+4	7.75600000E+4	8.50050000E+4	7.37320000E+4	6.92510000E+4	7.23960000E+4	7.69660000E+4	7.29640000E+4	7.13120000E+4	9.16790000E+4	1.09431000E+5	1.26149000E+5	1.09638000E+5	9.20990000E+4	8.65170000E+4	8.24180000E+4	8.19620000E+4	7.62960000E+4	6.70650000E+4	5.67040000E+4	5.10260000E+4	2.37790000E+4	
696.00	6.57870000E+4	7.50350000E+4	8.25680000E+4	7.22430000E+4	6.85400000E+4	7.17360000E+4	7.53160000E+4	7.15770000E+4	7.00600000E+4	9.05760000E+4	1.08177000E+5	1.24347000E+5	1.08878000E+5	9.13110000E+4	8.48590000E+4	8.02410000E+4	7.98070000E+4	7.42150000E+4	6.62740000E+4	5.63570000E+4	5.07870000E+4	2.84840000E+4	
697.00	6.45080000E+4	7.41010000E+4	8.05800000E+4	6.98460000E+4	6.72810000E+4	6.97430000E+4	7.44830000E+4	7.02390000E+4	6.90430000E+4	8.77180000E+4	1.05554000E+5	1.20650000E+5	1.06960000E+5	8.85490000E+4	8.34060000E+4	7.88900000E+4	7.87120000E+4	7.25740000E+4	6.54130000E+4	5.56330000E+4	4.96850000E+4	2.70490000E+4	
698.00	6.24210000E+4	7.20740000E+4	7.79500000E+4	6.88880000E+4	6.55030000E+4	6.73150000E+4	7.24250000E+4	6.91340000E+4	6.81190000E+4	8.63850000E+4	1.03140000E+5	1.18423000E+5	1.04427000E+5	8.71220000E+4	8.16370000E+4	7.71140000E+4	7.65930000E+4	7.13400000E+4	6.45930000E+4	5.41810000E+4	4.80890000E+4	2.61050000E+4	
699.00	6.15420000E+4	7.01270000E+4	7.55550000E+4	6.65710000E+4	6.42630000E+4	6.57500000E+4	7.06240000E+4	6.72950000E+4	6.60010000E+4	8.59020000E+4	1.00339000E+5	1.15536000E+5	1.02098000E+5	8.55150000E+4	7.88190000E+4	7.52610000E+4	7.41640000E+4	6.94710000E+4	6.25970000E+4	5.26710000E+4	4.71900000E+4	2.51300000E+4	
700.00	5.98130000E+4	6.82030000E+4	7.27450000E+4	6.51380000E+4	6.22640000E+4	6.44000000E+4	6.84760000E+4	6.54920000E+4	6.48220000E+4	8.86420000E+4	9.70240000E+4	1.12369000E+5	9.89680000E+4	8.28300000E+4	7.76330000E+4	7.31940000E+4	7.20470000E+4	6.77120000E+4	6.11500000E+4	5.08210000E+4	4.62800000E+4	2.45240000E+4	
701.00	5.75730000E+4	6.69860000E+4	7.08180000E+4	6.32040000E+4	6.08920000E+4	6.22030000E+4	6.65920000E+4	6.37540000E+4	6.23020000E+4	8.46140000E+4	9.42880000E+4	1.08312000E+5	9.66940000E+4	8.05120000E+4	7.53560000E+4	7.11720000E+4	6.97040000E+4	6.57910000E+4	5.94020000E+4	4.85340000E+4	4.51770000E+4	2.35960000E+4	
702.00	5.61210000E+4	6.41100000E+4	6.77710000E+4	6.06270000E+4	5.89470000E+4	6.01110000E+4	6.49120000E+4	6.14820000E+4	6.11150000E+4	8.11000000E+4	9.26910000E+4	1.05335000E+5	9.32700000E+4	7.76900000E+4	7.27770000E+4	6.90090000E+4	6.76120000E+4	6.37730000E+4	5.73140000E+4	4.73420000E+4	4.34280000E+4	2.27960000E+4	
703.00	5.44700000E+4	6.21690000E+4	6.59700000E+4	5.85640000E+4	5.74500000E+4	5.84390000E+4	6.25770000E+4	5.99110000E+4	5.91010000E+4	7.71710000E+4	8.84980000E+4	1.01301000E+5	8.98160000E+4	7.54880000E+4	7.02720000E+4	6.70690000E+4	6.49670000E+4	6.15240000E+4	5.54210000E+4	4.54480000E+4	4.19590000E+4	2.13070000E+4	
704.00	5.23210000E+4	5.98450000E+4	6.36040000E+4	5.73050000E+4	5.53300000E+4	5.65250000E+4	6.05010000E+4	5.78910000E+4	5.70230000E+4	7.49490000E+4	7.96650000E+4	9.76970000E+4	8.70990000E+4	7.32920000E+4	6.79530000E+4	6.47490000E+4	6.24440000E+4	5.91180000E+4	5.35520000E+4	4.42510000E+4	4.05880000E+4	2.19970000E+4	
705.00	5.22400000E+4	5.81030000E+4	6.13480000E+4	5.47940000E+4	5.37710000E+4	5.47330000E+4	5.79640000E+4	5.57800000E+4	5.48450000E+4	7.25640000E+4	7.86830000E+4	9.43290000E+4	8.41730000E+4	7.10070000E+4	6.60690000E+4	6.23570000E+4	6.04120000E+4	5.74510000E+4	5.16140000E+4	4.28880000E+4	3.88140000E+4	2.14350000E+4	
706.00	5.12260000E+4	5.54340000E+4	5.98870000E+4	5.31830000E+4	5.22280000E+4	5.23470000E+4	5.57480000E+4	5.40560000E+4	5.28070000E+4	6.97030000E+4	7.59930000E+4	9.12870000E+4	8.10090000E+4	6.79930000E+4	6.32320000E+4	6.01980000E+4	5.88220000E+4	5.49900000E+4	4.96340000E+4	4.10610000E+4	3.69440000E+4	2.06720000E+4	
707.00	5.15880000E+4	5.37330000E+4	5.75010000E+4	5.15210000E+4	5.07090000E+4	5.08940000E+4	5.37770000E+4	5.17500000E+4	5.13180000E+4	6.73390000E+4	7.35310000E+4	8.76190000E+4	7.78780000E+4	6.54840000E+4	6.11140000E+4	5.80590000E+4	5.64150000E+4	5.26190000E+4	4.82930000E+4	4.01450000E+4	3.63810000E+4	1.98130000E+4	
708.00	4.89970000E+4	5.13880000E+4	5.47400000E+4	4.97510000E+4	4.74650000E+4	4.95910000E+4	5.16480000E+4	4.96490000E+4	4.96830000E+4	6.47470000E+4	7.07340000E+4	8.43080000E+4	7.54190000E+4	6.35170000E+4	5.95700000E+4	5.65620000E+4	5.40010000E+4	5.09700000E+4	4.59390000E+4	3.86170000E+4	3.49490000E+4	1.93930000E+4	
709.00	4.68100000E+4	5.00120000E+4	5.34150000E+4	4.74150000E+4	4.57450000E+4	4.65000000E+4	4.99360000E+4	4.81560000E+4	4.84530000E+4	6.25340000E+4	6.87670000E+4	8.13700000E+4	7.27930000E+4	6.11850000E+4	5.79000000E+4	5.47830000E+4	5.19160000E+4	4.88980000E+4	4.45540000E+4	3.66690000E+4	3.41460000E+4	1.90600000E+4	
710.00	4.52500000E+4	4.81270000E+4	5.14460000E+4	4.69060000E+4	4.53530000E+4	4.50340000E+4	4.86420000E+4	4.67790000E+4	4.63290000E+4	5.99100000E+4	6.63720000E+4	7.82730000E+4	6.97990000E+4	5.90250000E+4	5.50310000E+4	5.23670000E+4	4.99880000E+4	4.73830000E+4	4.27470000E+4	3.55540000E+4	3.24430000E+4	1.87220000E+4	
711.00	4.31970000E+4	4.65140000E+4	4.94560000E+4	4.47020000E+4	4.33170000E+4	4.43530000E+4	4.64550000E+4	4.50650000E+4	4.50150000E+4	5.83520000E+4	6.45170000E+4	7.58760000E+4	6.70630000E+4	5.71580000E+4	5.36170000E+4	5.06000000E+4	4.82140000E+4	4.48610000E+4	4.12800000E+4	3.47040000E+4	3.13880000E+4	1.81700000E+4	
712.00	4.10680000E+4	4.48060000E+4	4.76520000E+4	4.37430000E+4	4.24870000E+4	4.29360000E+4	4.49330000E+4	4.35010000E+4	4.37430000E+4	5.60590000E+4	6.22480000E+4	7.31590000E+4	6.48430000E+4	5.47680000E+4	5.15670000E+4	4.91960000E+4	4.64830000E+4	4.37200000E+4	3.90690000E+4	3.28740000E+4	3.02390000E+4	1.77050000E+4	
713.00	3.98370000E+4	4.34650000E+4	4.66860000E+4	4.21520000E+4	4.20320000E+4	4.13780000E+4	4.35150000E+4	4.13440000E+4	4.23180000E+4	5.44610000E+4	6.06590000E+4	7.08080000E+4	6.28950000E+4	5.33720000E+4	5.01310000E+4	4.73780000E+4	4.47000000E+4	4.19000000E+4	3.72480000E+4	3.18010000E+4	2.95740000E+4	1.85910000E+4	
714.00	3.84880000E+4	4.18420000E+4	4.77280000E+4	4.11380000E+4	4.06280000E+4	4.01750000E+4	4.18830000E+4	4.04350000E+4	4.04290000E+4	5.28750000E+4	5.87340000E+4	6.82220000E+4	6.05580000E+4	5.19480000E+4	4.92620000E+4	4.63080000E+4	4.34310000E+4	3.98430000E+4	3.12240000E+4	3.07560000E+4	2.84810000E+4	1.79070000E+4	
715.00	3.67880000E+4	4.06900000E+4	4.60260000E+4	3.99330000E+4	3.87620000E+4	3.97810000E+4	4.06280000E+4	3.87810000E+4	3.95550000E+4	5.09860000E+4	5.67820000E+4	6.64780000E+4	5.87640000E+4	5.01490000E+4	4.73620000E+4	4.52020000E+4	4.17230000E+4	3.83540000E+4	2.50700000E+4	2.98780000E+4	3.04130000E+4	1.72870000E+4	
716.00	3.54560000E+4	3.90550000E+4	4.34230000E+4	3.86990000E+4	3.83120000E+4	3.85760000E+4	3.95340000E+4	3.73940000E+4	3.85430000E+4	4.90890000E+4	5.49820000E+4	6.36920000E+4	5.72020000E+4	4.84990000E+4	4.60250000E+4	4.32490000E+4	4.04830000E+4	3.76520000E+4	2.35780000E+4	2.94980000E+4	2.84280000E+4	1.68500000E+4	
717.00	3.46210000E+4	3.79560000E+4	4.23160000E+4	3.78570000E+4	3.83370000E+4	3.75400000E+4	3.84970000E+4	3.61970000E+4	3.73860000E+4	4.85790000E+4	5.37230000E+4	6.13990000E+4	5.50360000E+4	4.71190000E+4	4.41290000E+4	4.26930000E+4	3.90700000E+4	3.59580000E+4	2.28830000E+4	2.93890000E+4	2.68050000E+4	1.67420000E+4	
718.00	3.38470000E+4	3.67810000E+4	4.03090000E+4	3.67140000E+4	3.71770000E+4	3.67110000E+4	3.69280000E+4	3.54410000E+4	3.63400000E+4	4.69360000E+4	5.27270000E+4	5.93420000E+4	5.28160000E+4	4.48420000E+4	4.34230000E+4	4.10300000E+4	3.81660000E+4	3.47560000E+4	2.24870000E+4	2.83760000E+4	2.56600000E+4	1.81690000E+4	
719.00	3.26550000E+4	3.53090000E+4	3.96910000E+4	3.57870000E+4	3.64330000E+4	3.61960000E+4	3.60180000E+4	3.42900000E+4	3.56370000E+4	4.59280000E+4	5.05100000E+4	5.25980000E+4	5.00980000E+4	4.38520000E+4	4.25040000E+4	4.02780000E+4	3.67550000E+4	3.37040000E+4	2.22150000E+4	2.77840000E+4	2.46810000E+4	1.91330000E+4	
720.00	3.13630000E+4	3.19280000E+4	3.94110000E+4	3.49160000E+4	3.58070000E+4	3.51110000E+4	3.47030000E+4	3.29470000E+4	3.42420000E+4	4.41830000E+4	4.91210000E+4	5.22200000E+4	4.93830000E+4	4.27790000E+4	4.10860000E+4	3.94260000E+4	3.57500000E+4	3.25070000E+4	2.17460000E+4	2.69640000E+4	2.40830000E+4	1.83210000E+4	
721.00	3.04570000E+4	3.10370000E+4	3.77240000E+4	3.40520000E+4	3.68780000E+4	3.42740000E+4	3.37530000E+4	3.20200000E+4	3.32490000E+4	4.35490000E+4	4.75500000E+4	5.10970000E+4	4.81490000E+4	4.14370000E+4	4.02560000E+4	3.81490000E+4	3.41820000E+4	3.16660000E+4	2.17520000E+4	2.56050000E+4	2.31440000E+4	1.74230000E+4	
722.00	2.93490000E+4	3.08580000E+4	3.66800000E+4	3.36050000E+4	3.71640000E+4	3.39580000E+4	3.23950000E+4	3.07720000E+4	3.23840000E+4	4.19640000E+4	4.75100000E+4	5.07180000E+4	4.69380000E+4	4.05150000E+4	3.92680000E+4	3.75010000E+4	3.50540000E+4	3.05250000E+4	2.10610000E+4	2.10430000E+4	2.23400000E+4	1.68410000E+4	
723.00	2.86950000E+4	2.97050000E+4	3.54220000E+4	3.27790000E+4	3.58890000E+4	3.30530000E+4	3.18620000E+4	3.02740000E+4	3.16010000E+4	4.10680000E+4	4.52810000E+4	4.96070000E+4	4.59000000E+4	3.91090000E+4	3.81980000E+4	3.71410000E+4	3.39310000E+4	2.93350000E+4	2.12550000E+4	2.06730000E+4	2.16350000E+4	1.61250000E+4	
724.00	2.79020000E+4	2.92330000E+4	3.49440000E+4	3.20260000E+4	3.49510000E+4	3.22750000E+4	3.05240000E+4	2.76920000E+4	3.11640000E+4	4.01160000E+4	4.44880000E+4	4.83660000E+4	4.45490000E+4	3.82750000E+4	3.77800000E+4	3.55070000E+4	3.24760000E+4	2.82470000E+4	2.09890000E+4	2.06220000E+4	1.77880000E+4	1.56440000E+4	
725.00	2.73260000E+4	2.83770000E+4	3.37410000E+4	3.14060000E+4	3.42620000E+4	3.19910000E+4	3.06510000E+4	2.74610000E+4	3.03180000E+4	4.03680000E+4	4.36630000E+4	4.73470000E+4	4.39760000E+4	3.79110000E+4	3.69550000E+4	3.51390000E+4	3.17170000E+4	2.78990000E+4	2.07760000E+4	2.04520000E+4	1.63970000E+4	1.55250000E+4	
